,SKU,base_price,disc_price,brand,category,note,platform
0,5.000,Rp5.200,Rp5.100,smartfren,Pulsa,Masa Aktif 7 Hari,tokopedia
2,5.000,Rp5.200,,smartfren,Pulsa,,tokopedia
3,10.000,Rp10.100,Rp10.000,smartfren,Pulsa,Masa Aktif 15 Hari,tokopedia
5,10.000,Rp10.100,,smartfren,Pulsa,,tokopedia
6,20.000,Rp19.850,,smartfren,Pulsa,,tokopedia
4,25.000,Rp24.850,,smartfren,Pulsa,,tokopedia
5,30.000,Rp29.800,,smartfren,Pulsa,,tokopedia
6,50.000,Rp49.200,Rp49.100,smartfren,Pulsa,Masa Aktif 60 Hari,tokopedia
8,50.000,Rp49.200,,smartfren,Pulsa,,tokopedia
9,60.000,Rp59.500,,smartfren,Pulsa,,tokopedia
5,75.000,Rp74.500,,smartfren,Pulsa,,tokopedia
6,100.000,Rp98.500,,smartfren,Pulsa,,tokopedia
7,150.000,Rp148.900,,smartfren,Pulsa,,tokopedia
8,200.000,Rp197.900,,smartfren,Pulsa,,tokopedia
9,300.000,Rp295.000,,smartfren,Pulsa,,tokopedia
5,500.000,Rp496.500,,smartfren,Pulsa,,tokopedia
6,1.000.000,Rp989.000,,smartfren,Pulsa,,tokopedia
0,5.000,Rp5.300,Rp5.250,telkomsel,Pulsa,Masa Aktif 7 Hari,tokopedia
2,5.000,Rp5.300,,telkomsel,Pulsa,,tokopedia
3,10.000,Rp10.200,,telkomsel,Pulsa,,tokopedia
4,15.000,Rp14.850,,telkomsel,Pulsa,,tokopedia
5,20.000,Rp19.950,,telkomsel,Pulsa,,tokopedia
0,5.000,Rp5.300,Rp5.250,telkomsel,Pulsa,Masa Aktif 7 Hari,tokopedia
6,25.000,Rp24.950,,telkomsel,Pulsa,,tokopedia
7,30.000,Rp29.800,,telkomsel,Pulsa,,tokopedia
8,35.000,Rp35.000,,telkomsel,Pulsa,,tokopedia
9,40.000,Rp39.800,,telkomsel,Pulsa,,tokopedia
4,45.000,Rp45.350,,telkomsel,Pulsa,,tokopedia
5,50.000,Rp49.700,Rp49.650,telkomsel,Pulsa,Masa berlaku 45 hari,tokopedia
7,50.000,Rp49.700,,telkomsel,Pulsa,,tokopedia
8,60.000,Rp60.000,,telkomsel,Pulsa,,tokopedia
9,65.000,Rp65.500,,telkomsel,Pulsa,,tokopedia
7,70.000,Rp70.000,,telkomsel,Pulsa,,tokopedia
8,75.000,Rp73.600,,telkomsel,Pulsa,,tokopedia
9,80.000,Rp80.500,,telkomsel,Pulsa,,tokopedia
5,85.000,Rp85.500,,telkomsel,Pulsa,,tokopedia
6,90.000,Rp90.000,,telkomsel,Pulsa,,tokopedia
7,95.000,Rp95.500,,telkomsel,Pulsa,,tokopedia
4,150.000,Rp149.000,,telkomsel,Pulsa,,tokopedia
5,200.000,Rp197.900,,telkomsel,Pulsa,,tokopedia
6,300.000,Rp298.200,,telkomsel,Pulsa,,tokopedia
7,500.000,Rp499.000,,telkomsel,Pulsa,,tokopedia
8,1.000.000,Rp997.300,,telkomsel,Pulsa,,tokopedia
1,10.000,Rp10.830,,im3,Pulsa,,tokopedia
2,12.000,Rp11.950,,im3,Pulsa,,tokopedia
3,15.000,Rp14.950,,im3,Pulsa,,tokopedia
4,20.000,Rp19.850,,im3,Pulsa,,tokopedia
4,25.000,Rp24.750,Rp24.700,im3,Pulsa,Masa Aktif 30 Hari,tokopedia
6,25.000,Rp24.750,,im3,Pulsa,,tokopedia
7,30.000,Rp29.550,,im3,Pulsa,,tokopedia
8,30.000,Rp29.550,Rp29.450,im3,Pulsa,Masa Aktif 30 Hari,tokopedia
4,40.000,Rp39.800,,im3,Pulsa,,tokopedia
5,50.000,Rp48.860,Rp48.800,im3,Pulsa,Masa Aktif 45 Hari,tokopedia
7,50.000,Rp48.860,,im3,Pulsa,,tokopedia
8,60.000,Rp59.350,,im3,Pulsa,,tokopedia
9,80.000,Rp78.800,,im3,Pulsa,,tokopedia
10,90.000,Rp90.000,,im3,Pulsa,,tokopedia
0,50.000,Rp48.860,Rp48.800,im3,Pulsa,Masa Aktif 45 Hari,tokopedia
6,100.000,Rp96.900,Rp96.500,im3,Pulsa,Masa berlaku 75 hari,tokopedia
8,100.000,Rp96.900,,im3,Pulsa,,tokopedia
9,115.000,Rp113.500,,im3,Pulsa,,tokopedia
10,125.000,Rp123.500,,im3,Pulsa,,tokopedia
3,150.000,Rp143.900,,im3,Pulsa,,tokopedia
4,200.000,Rp192.500,,im3,Pulsa,,tokopedia
5,250.000,Rp239.000,,im3,Pulsa,,tokopedia
6,500.000,Rp489.900,,im3,Pulsa,,tokopedia
1,10.000,Rp10.820,,xl,Pulsa,,tokopedia
2,15.000,Rp14.930,,xl,Pulsa,,tokopedia
3,25.000,Rp24.850,,xl,Pulsa,,tokopedia
4,30.000,Rp30.000,,xl,Pulsa,,tokopedia
5,50.000,Rp49.725,Rp49.600,xl,Pulsa,Masa Aktif 45 Hari,tokopedia
7,50.000,Rp49.725,,xl,Pulsa,,tokopedia
8,100.000,Rp99.400,,xl,Pulsa,,tokopedia
9,150.000,Rp149.550,,xl,Pulsa,,tokopedia
5,200.000,Rp199.000,,xl,Pulsa,,tokopedia
6,300.000,Rp298.250,,xl,Pulsa,,tokopedia
7,500.000,Rp498.000,,xl,Pulsa,,tokopedia
8,1.000.000,Rp996.000,,xl,Pulsa,,tokopedia
0,5.000,Rp5.850,Rp5.750,axis,Pulsa,Masa Aktif 7 Hari,tokopedia
2,5.000,Rp5.850,,axis,Pulsa,,tokopedia
3,10.000,Rp10.820,Rp10.750,axis,Pulsa,Masa Aktif 15 Hari,tokopedia
5,10.000,Rp10.820,,axis,Pulsa,,tokopedia
6,15.000,Rp15.000,,axis,Pulsa,,tokopedia
7,25.000,Rp24.875,,axis,Pulsa,,tokopedia
8,30.000,Rp29.900,,axis,Pulsa,,tokopedia
9,50.000,Rp49.700,,axis,Pulsa,,tokopedia
7,100.000,Rp99.500,,axis,Pulsa,,tokopedia
8,150.000,Rp148.900,,axis,Pulsa,,tokopedia
6,200.000,Rp199.000,,axis,Pulsa,,tokopedia
7,300.000,Rp298.750,,axis,Pulsa,,tokopedia
8,500.000,Rp498.000,,axis,Pulsa,,tokopedia
9,1.000.000,Rp996.000,,axis,Pulsa,,tokopedia
1,2.000,Rp2.350,,3,Pulsa,,tokopedia
2,3.000,Rp3.350,,3,Pulsa,,tokopedia
3,5.000,Rp5.550,,3,Pulsa,,tokopedia
4,8.000,Rp8.600,,3,Pulsa,,tokopedia
4,10.000,Rp10.450,Rp10.400,3,Pulsa,Masa Aktif 10 Hari,tokopedia
6,10.000,Rp10.450,,3,Pulsa,,tokopedia
7,15.000,Rp14.950,,3,Pulsa,,tokopedia
8,20.000,Rp19.750,Rp19.700,3,Pulsa,Masa Aktif 20 Hari,tokopedia
10,20.000,Rp19.750,,3,Pulsa,,tokopedia
4,25.000,Rp24.700,,3,Pulsa,,tokopedia
5,30.000,Rp29.850,,3,Pulsa,,tokopedia
6,40.000,Rp40.000,,3,Pulsa,,tokopedia
7,50.000,Rp49.400,Rp49.300,3,Pulsa,Masa Aktif 50 Hari,tokopedia
9,50.000,Rp49.400,,3,Pulsa,,tokopedia
7,60.000,Rp60.000,,3,Pulsa,,tokopedia
8,70.000,Rp69.450,,3,Pulsa,,tokopedia
9,75.000,Rp74.500,,3,Pulsa,,tokopedia
7,80.000,Rp79.900,,3,Pulsa,,tokopedia
8,90.000,Rp90.200,,3,Pulsa,,tokopedia
9,100.000,Rp98.900,,3,Pulsa,,tokopedia
4,125.000,Rp124.000,,3,Pulsa,,tokopedia
5,150.000,Rp147.520,,3,Pulsa,,tokopedia
6,200.000,Rp197.500,,3,Pulsa,,tokopedia
7,250.000,Rp247.500,,3,Pulsa,,tokopedia
8,300.000,Rp297.500,,3,Pulsa,,tokopedia
5,500.000,Rp496.000,,3,Pulsa,,tokopedia
4,Paket Bicara Sesama Telkomsel 7 Hari,Rp39.800,Rp39.700,telkomsel,Paket Data,Promo,tokopedia
6,Bicara 4700mnt-10200mnt(Zona)-30Hr,Rp133.900,Rp129.900,telkomsel,Paket Data,Promo,tokopedia
8,Internet Bulanan OMG 210rb,Rp209.000,Rp207.000,telkomsel,Paket Data,Promo,tokopedia
10,Flash 1GB,Rp22.300,Rp15.150,telkomsel,Paket Data,Promo,tokopedia
12,Flash 2GB,Rp45.000,Rp29.900,telkomsel,Paket Data,Promo,tokopedia
12,Flash 3GB,Rp45.950,Rp43.900,telkomsel,Paket Data,Promo,tokopedia
14,Flash 4GB,Rp60.950,Rp57.500,telkomsel,Paket Data,Promo,tokopedia
16,Flash 5GB,Rp75.950,Rp69.900,telkomsel,Paket Data,Promo,tokopedia
0,Internet Bulanan OMG 210rb,Rp209.000,Rp207.000,telkomsel,Paket Data,,tokopedia
0,Freedom Internet 2.5GB/5Hari,Rp13.830,Rp12.800,im3,Paket Data,Promo,tokopedia
2,Freedom Internet 5GB/5 Hari,Rp18.750,Rp17.650,im3,Paket Data,Promo,tokopedia
4,Freedom Internet 7GB/7 Hari,Rp23.670,Rp22.600,im3,Paket Data,Promo,tokopedia
6,Freedom Internet 15GB/3hr,Rp29.580,Rp28.900,im3,Paket Data,Promo,tokopedia
