,SKU,price,category,brand,platform
46,Three 60.000,59400,Pulsa,three,shopee
47,Three 70.000,70000,Pulsa,three,shopee
48,Three 75.000,74250,Pulsa,three,shopee
49,Three 80.000,80000,Pulsa,three,shopee
56,Three 90.000,90000,Pulsa,three,shopee
57,Three 100.000,98550,Pulsa,three,shopee
58,Three 125.000,124000,Pulsa,three,shopee
65,Three 150.000,148500,Pulsa,three,shopee
66,Three 200.000,197400,Pulsa,three,shopee
73,Three 250.000,246000,Pulsa,three,shopee
74,Three 300.000,297200,Pulsa,three,shopee
81,Three 500.000,495000,Pulsa,three,shopee
0,XL 5000,5900,Pulsa,XL,shopee
1,XL 10.000,10865,Pulsa,XL,shopee
2,XL 15.000,14915,Pulsa,XL,shopee
3,XL 25.000,24850,Pulsa,XL,shopee
4,XL 30.000,29845,Pulsa,XL,shopee
5,XL 50.000,49700,Pulsa,XL,shopee
6,XL 100.000,99300,Pulsa,XL,shopee
12,XL 150.000,149550,Pulsa,XL,shopee
13,XL 200.000,199000,Pulsa,XL,shopee
14,XL 300.000,298250,Pulsa,XL,shopee
21,XL 500.000,497600,Pulsa,XL,shopee
22,XL 1.000.000,995000,Pulsa,XL,shopee
0,BRONET 24 Jam 1GB 1 Hr + Bonus Lokal Kuota,5000,Paket Data,AXIS,shopee
1,"Paket KZL Chat (WhatsApp/LINE/BBM) Unlimited,  7hari",4725,Paket Data,AXIS,shopee
2,Paket KZL Games (AOV &amp; Free Fire) 500MB| 7 hari,4800,Paket Data,AXIS,shopee
3,"Paket KZL Games (Vainglory) 500MB,  7hari",4725,Paket Data,AXIS,shopee
4,"Paket KZL SocMed (FB/IG/Twitter) Unlimited,  7hari",4725,Paket Data,AXIS,shopee
5,AIGO Mini Bronet 24Jam 1GB + Lokal 1hr,5700,Paket Data,AXIS,shopee
6,"Paket KZL Combo SocMed + Chat Unlimited,  7 hari",6650,Paket Data,AXIS,shopee
13,AIGO Mini 1GB + Lokal 1hr,6000,Paket Data,AXIS,shopee
14,AIGO SS 2GB - 3 Hari,9200,Paket Data,AXIS,shopee
15,AIGO SS 2.5GB - 3 Hari,9350,Paket Data,AXIS,shopee
22,BroNet 300MB-7Hr,9900,Paket Data,AXIS,shopee
23,Paket KANGEN 24Jam 30mnt 7hr,7900,Paket Data,AXIS,shopee
24,Paket KZL Games (AOV &amp; Free Fire) 1GB| 30 hari,9800,Paket Data,AXIS,shopee
29,"Paket KZL Games (Vainglory) 1GB,  30 hari",9725,Paket Data,AXIS,shopee
30,AIGO Mini 1GB + Kuota di Kota-mu 3hr,9925,Paket Data,AXIS,shopee
31,AIGO Mini Bronet 24Jam 1GB + Lokal 3hr,9610,Paket Data,AXIS,shopee
32,AIGO Bronet Mini 1GB 5hr,9920,Paket Data,AXIS,shopee
37,AIGO SS 1GB - 5 Hari,10950,Paket Data,AXIS,shopee
38,[PARTI DAY] Bronet 24jam 3GB Nat+2GB Sosmed/Chat| 3hr,10000,Paket Data,AXIS,shopee
39,BRONET 1.5GB - 5Hr,11500,Paket Data,AXIS,shopee
40,AIGO Bronet Mini 24Jam 1.5GB + Lokal 5hr,11260,Paket Data,AXIS,shopee
46,AIGO Mini Bronet 24Jam 2GB + Lokal 3hr,11500,Paket Data,AXIS,shopee
47,Promo Bronet 24jam 3GB Nat+2GB Sosmed/Chat| 3hr,10900,Paket Data,AXIS,shopee
48,Promo Bronet 24jam 3GB Nat+2GB Sosmed/Chat 3hr,11920,Paket Data,AXIS,shopee
54,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,11940,Paket Data,AXIS,shopee
55,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,12390,Paket Data,AXIS,shopee
56,AIGO SS 6GB - 3 Hari,13850,Paket Data,AXIS,shopee
62,Bronet Mini 1GB 7 Hari,11798,Paket Data,AXIS,shopee
63,AIGO SS 2.5GB - 5 Hari,14600,Paket Data,AXIS,shopee
64,"Paket KZL Chat (WhatsApp/LINE/BBM) Unlimited,  30 hari",14500,Paket Data,AXIS,shopee
70,"Paket KZL SocMed (FB/IG/Twitter) Unlimited,  30 hari",14550,Paket Data,AXIS,shopee
71,AIGO Bronet 24Jam 2GB + Lokal 30hr,14350,Paket Data,AXIS,shopee
72,Bronet Mini 1.5GB 7 Hari,14450,Paket Data,AXIS,shopee
78,AIGO Bronet 24Jam 1GB 30hr,15280,Paket Data,AXIS,shopee
79,BroNet 1GB - 30Hr,16200,Paket Data,AXIS,shopee
80,BroNet Owsem 1GB+1GB(4G)-30Hr,17000,Paket Data,AXIS,shopee
86,AIGO Bronet 24Jam 3GB + Lokal 30hr,17040,Paket Data,AXIS,shopee
87,AIGO Bronet Mini 2GB 7hr,17600,Paket Data,AXIS,shopee
88,AIGO Bronet 24Jam 3GB + Lokal 30hr,18400,Paket Data,AXIS,shopee
94,Bronet Mini 2GB 7 Hari,17250,Paket Data,AXIS,shopee
95,"Paket KZL Combo SocMed + Chat Unlimited,  30 hari",19500,Paket Data,AXIS,shopee
96,AIGO Bronet 24Jam 3GB + Lokal 30hr,18650,Paket Data,AXIS,shopee
101,AIGO SS 5GB - 5 Hari,20100,Paket Data,AXIS,shopee
102,BRONET 3.5GB - 7Hr,20880,Paket Data,AXIS,shopee
103,AIGO Bronet Mini 3GB 15hr,22580,Paket Data,AXIS,shopee
104,AIGO Bronet Mini 24Jam 3.5GB + Lokal 7hr,24415,Paket Data,AXIS,shopee
110,BRONET 4G OWSEM 1GB + 1GB,22825,Paket Data,AXIS,shopee
111,BRONET 4G OWSEM 1GB + 1GB,23900,Paket Data,AXIS,shopee
112,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,23050,Paket Data,AXIS,shopee
119,AIGO SS 10GB - 5 Hari,24200,Paket Data,AXIS,shopee
120,Bronet Mini 3GB 7 Hari,19500,Paket Data,AXIS,shopee
121,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,23950,Paket Data,AXIS,shopee
128,BRONET 4GB - 15Hr,25500,Paket Data,AXIS,shopee
129,AIGO Bronet 24Jam 2GB 30hr,24500,Paket Data,AXIS,shopee
136,BroNet 2GB - 30Hr,27800,Paket Data,AXIS,shopee
137,Paket KANGEN 24Jam 100mnt 30hr,23856,Paket Data,AXIS,shopee
138,AIGO Bronet Mini 24Jam 4GB + Lokal 15hr,28740,Paket Data,AXIS,shopee
145,Bronet 24Jam 6GB Kuota Utama + 20GB Sosmed/Chat| 10hr,24500,Paket Data,AXIS,shopee
146,"[Parti Promo] Bronet 24jam 6GB Nat + 4GB Sosmed/Chat, 10hr",26550,Paket Data,AXIS,shopee
152,"BRONET 2GB,  60 hari",25210,Paket Data,AXIS,shopee
153,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,28430,Paket Data,AXIS,shopee
154,BroNet Owsem 1GB+3GB(4G)-30Hr,29000,Paket Data,AXIS,shopee
161,BRONET 24Jam 2GB 60hr,28100,Paket Data,AXIS,shopee
162,Bronet Mini 5GB 7 Hari,22750,Paket Data,AXIS,shopee
167,AIGO Bronet 24Jam 6GB + Lokal 30hr,29000,Paket Data,AXIS,shopee
168,AIGO Bronet 24Jam 6GB + Lokal 30hr,28910,Paket Data,AXIS,shopee
169,Promo Bronet 24jam 6GB Nat+4GB Sosmed/Chat| 10hr,28500,Paket Data,AXIS,shopee
170,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,29180,Paket Data,AXIS,shopee
176,AIGO Bronet 24Jam 6GB + Lokal 30hr,30360,Paket Data,AXIS,shopee
177,AIGO Bronet 24Jam 3GB 30hr,25020,Paket Data,AXIS,shopee
178,AIGO Bronet Mini 5GB 15hr,31750,Paket Data,AXIS,shopee
184,AIGO Bronet Mini 7GB 15hr,33500,Paket Data,AXIS,shopee
185,Bronet Mini 8GB 7 Hari,29350,Paket Data,AXIS,shopee
186,AIGO Bronet Mini 24Jam 8GB + Lokal 15hr,33500,Paket Data,AXIS,shopee
193,BroNet 3GB - 30Hr,36500,Paket Data,AXIS,shopee
194,AIGO Bronet 24Jam 8GB + Lokal 30hr,39110,Paket Data,AXIS,shopee
200,BRONET 24Jam 3GB 60hr,35400,Paket Data,AXIS,shopee
201,BRONET 4G OWSEM 1GB + 3GB,37135,Paket Data,AXIS,shopee
202,BRONET 4G OWSEM 1GB + 3GB,38900,Paket Data,AXIS,shopee
203,AIGO Bronet 24Jam 8GB + Lokal 30hr,37500,Paket Data,AXIS,shopee
209,"BRONET 3GB,  60 hari",31661,Paket Data,AXIS,shopee
211,AXIS+ 24Jam 1GB 30hr| 6bln,35000,Paket Data,AXIS,shopee
218,BRONET 8GB - 15Hr,40500,Paket Data,AXIS,shopee
219,OWSEM 16GB  Unlimited Games 30 hari,42000,Paket Data,AXIS,shopee
220,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,42350,Paket Data,AXIS,shopee
227,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,42650,Paket Data,AXIS,shopee
228,BroNet Owsem 2GB+6GB(4G)-30Hr,46500,Paket Data,AXIS,shopee
235,AIGO Bronet 24Jam 5GB 30hr,31880,Paket Data,AXIS,shopee
236,AIGO Bronet 24Jam 14GB + Lokal 30hr,50700,Paket Data,AXIS,shopee
237,BroNet 5GB - 30Hr,53000,Paket Data,AXIS,shopee
244,BRONET 24Jam 5GB 60hr,52500,Paket Data,AXIS,shopee
245,OWSEM 24GB  Unlimited Games 30 hari,53000,Paket Data,AXIS,shopee
246,AIGO Bronet 24Jam 14GB + Lokal 30hr,56440,Paket Data,AXIS,shopee
253,"BRONET 5GB,  60 hari",47541,Paket Data,AXIS,shopee
254,AIGO Bronet 24Jam 14GB + Lokal 30hr,57750,Paket Data,AXIS,shopee
255,BroNet Owsem 3GB+9GB(4G)-30Hr,61500,Paket Data,AXIS,shopee
262,BRONET 4G OWSEM 2GB + 6GB,52850,Paket Data,AXIS,shopee
263,BRONET 4G OWSEM 2GB + 6GB,61900,Paket Data,AXIS,shopee
270,AIGO Bronet 24Jam 12GB 30hr,61950,Paket Data,AXIS,shopee
271,AIGO Bronet 24Jam 8GB 30hr,58820,Paket Data,AXIS,shopee
272,OWSEM 32GB  Unlimited Games 30 hari,59950,Paket Data,AXIS,shopee
279,AIGO Bronet 24Jam 20GB + Lokal 30hr,64800,Paket Data,AXIS,shopee
280,AIGO Mini Bronet 30GB + Lokal 15hr,71800,Paket Data,AXIS,shopee
286,AIGO Bronet 24Jam 20GB + Lokal 30hr,70860,Paket Data,AXIS,shopee
287,AIGO Bronet 24Jam 20GB + Lokal 30hr,71900,Paket Data,AXIS,shopee
288,AXIS+ 24Jam 2GB 30hr| 6bln,69750,Paket Data,AXIS,shopee
294,BRONET 24Jam 8GB + Games 2GB 60hr,65410,Paket Data,AXIS,shopee
295,BRONET 24Jam 8GB 60hr,72400,Paket Data,AXIS,shopee
296,"BRONET 8GB,  60 hari",65410,Paket Data,AXIS,shopee
303,[EKSKLUSIF] BRONET 24 Jam 8GB 60 Hari + Sosmed 2GB 30 Hari,65410,Paket Data,AXIS,shopee
304,BRONET 4G OWSEM 3GB + 9GB,68050,Paket Data,AXIS,shopee
310,BRONET 4G OWSEM 3GB + 9GB,80900,Paket Data,AXIS,shopee
311,OWSEM 48GB  Unlimited Games 30 hari,74950,Paket Data,AXIS,shopee
312,AIGO Bronet 24Jam 22GB 30hr,81500,Paket Data,AXIS,shopee
319,AXIS+ 24Jam 1GB 30hr| 12bln,74800,Paket Data,AXIS,shopee
320,[PARTI DAY] Bronet 24jam 30GB Nat+15GB Sosmed/Chat| 30hr,81000,Paket Data,AXIS,shopee
321,"BRONET 10GB,  60 hari",80494,Paket Data,AXIS,shopee
328,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Paket Data,AXIS,shopee
329,BRONET 24Jam 10GB 60hr,84000,Paket Data,AXIS,shopee
337,[EKSKLUSIF] BRONET 24 Jam 10GB 60 Hari + Sosmed 2GB 30 Hari,78975,Paket Data,AXIS,shopee
338,Promo Bronet 24jam 30GB Nat+15GB Sosmed/Chat| 30hr,85600,Paket Data,AXIS,shopee
344,AXIS+ 24Jam 3GB 30hr| 6bln,84750,Paket Data,AXIS,shopee
345,"BRONET 12GB,  60 hari",89880,Paket Data,AXIS,shopee
346,BRONET 24Jam 12GB + Games 2GB 60hr,89475,Paket Data,AXIS,shopee
352,BRONET 24Jam 12GB 60hr,93500,Paket Data,AXIS,shopee
353,[EKSKLUSIF] BRONET 24 Jam 12GB 60 Hari + Sosmed 2GB 30 Hari,87250,Paket Data,AXIS,shopee
354,OWSEM 80GB  Unlimited Games 30 hari,96000,Paket Data,AXIS,shopee
358,AIGO Bronet 24Jam 35GB + Lokal 60hr,105410,Paket Data,AXIS,shopee
359,"BRONET 16GB,  60 hari",114700,Paket Data,AXIS,shopee
360,AIGO 35GB + Lokal 60hr,119100,Paket Data,AXIS,shopee
361,AIGO Bronet 24Jam 75GB + Lokal 60hr,167640,Paket Data,AXIS,shopee
362,AIGO 75GB + Lokal 60hr,178650,Paket Data,AXIS,shopee
0,"Internet 1 GB,  1 hari",4500,Paket Data,INDOSAT,shopee
1,Indosat 100MB 30 hari,2775,Paket Data,INDOSAT,shopee
2,Freedom Apps EDU 2GB / 2 Hari,3750,Paket Data,INDOSAT,shopee
3,Internet 1 GB 3 hari,5500,Paket Data,INDOSAT,shopee
4,Indosat 200MB 30 hari,5500,Paket Data,INDOSAT,shopee
5,Yellow 1GB / 2 Hari,5450,Paket Data,INDOSAT,shopee
6,Yellow 1GB / 3 Hari,4940,Paket Data,INDOSAT,shopee
13,Data Kuota 500MB,6200,Paket Data,INDOSAT,shopee
14,Indosat 300MB 30 hari,5100,Paket Data,INDOSAT,shopee
21,"Internet 1 GB,  7 hari",9200,Paket Data,INDOSAT,shopee
22,Yellow 1GB / 7 Hari,10650,Paket Data,INDOSAT,shopee
29,Freedom Apps EDU 6GB / 7 Hari,9750,Paket Data,INDOSAT,shopee
30,Freedom Internet 2.5GB/5Hari,10950,Paket Data,INDOSAT,shopee
37,Indosat 500MB 30 hari,10100,Paket Data,INDOSAT,shopee
38,Paket Nelpon Obrol Sepuasnya ke Sesama 30D,9900,Paket Data,INDOSAT,shopee
45,Freedom Apps FUN 2GB / 7 Hari,11700,Paket Data,INDOSAT,shopee
46,Indosat 700MB 30 hari,11400,Paket Data,INDOSAT,shopee
47,Internet 1 GB 7 hari,11500,Paket Data,INDOSAT,shopee
54,Yellow 1GB / 15 Hari,13300,Paket Data,INDOSAT,shopee
55,Freedom Internet 2.5GB / 5Hari,13800,Paket Data,INDOSAT,shopee
56,Indosat 1GB 30 hari,12150,Paket Data,INDOSAT,shopee
63,Freedom Internet 5GB / 3 Hari,14300,Paket Data,INDOSAT,shopee
64,Freedom Apps EDU 10GB / 15 Hari,14650,Paket Data,INDOSAT,shopee
65,(closed) Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
72,Freedom Internet 3.5GB / 5Hari,14950,Paket Data,INDOSAT,shopee
73,Freedom Internet 5GB/5 Hari,14800,Paket Data,INDOSAT,shopee
74,Freedom U 1GB+2GB Apps / 7 Hari,14900,Paket Data,INDOSAT,shopee
81,Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
82,Freedom Internet 5GB/5 Hari,16850,Paket Data,INDOSAT,shopee
89,Kuota Apps Di Rumah Aja 5GB / 3 Hari,16745,Paket Data,INDOSAT,shopee
90,Freedom Internet 5GB / 5 Hari,18750,Paket Data,INDOSAT,shopee
97,Freedom Kuota Harian 1GB/hari (Total 7GB) / 7 Hari ,19700,Paket Data,INDOSAT,shopee
98,Freedom Apps Entertainment 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
104,Freedom Apps Games 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
105,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,19900,Paket Data,INDOSAT,shopee
106,Freedom Internet 4GB / 30 Hari,19800,Paket Data,INDOSAT,shopee
112,Freedom Internet 7GB / 5 Hari,20450,Paket Data,INDOSAT,shopee
113,Freedom Internet 7GB/7 Hari,19850,Paket Data,INDOSAT,shopee
114,Freedom Internet 3GB / 30 Hari,21750,Paket Data,INDOSAT,shopee
121,Freedom Internet 7GB/7 Hari,21750,Paket Data,INDOSAT,shopee
122,Freedom Internet 7GB / 7 Hari,23700,Paket Data,INDOSAT,shopee
129,Freedom Combo 4GB / 30 Hari + Bonus 300MB,24450,Paket Data,INDOSAT,shopee
130,Freedom Apps EDU 30GB / 30 Hari,24600,Paket Data,INDOSAT,shopee
131,Freedom Apps FUN 6GB / 15 Hari,24600,Paket Data,INDOSAT,shopee
138,Freedom Internet 15GB/3 Hari,24900,Paket Data,INDOSAT,shopee
139,Freedom Internet 4GB / 30 Hari + BONUS 300MB ,24750,Paket Data,INDOSAT,shopee
146,Freedom U 1GB+4.5GB Apps / 30 Hari,24600,Paket Data,INDOSAT,shopee
147,Indosat 2GB 30 hari,24300,Paket Data,INDOSAT,shopee
154,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,24750,Paket Data,INDOSAT,shopee
155,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,25000,Paket Data,INDOSAT,shopee
156,(closed) Freedom U 5.5GB / 30 Hari,30950,Paket Data,INDOSAT,shopee
162,Freedom Internet 15GB / 7hr,29600,Paket Data,INDOSAT,shopee
163,Kuota Apps Di Rumah Aja 10GB / 7 Hari,26550,Paket Data,INDOSAT,shopee
164,(closed) Freedom Combo 6 GB / 30 Hari,30600,Paket Data,INDOSAT,shopee
165,Freedom Internet 15GB/5hr,27700,Paket Data,INDOSAT,shopee
173,Freedom Internet 5GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,29800,Paket Data,INDOSAT,shopee
174,Freedom Internet 6.5GB / 30 Hari,34650,Paket Data,INDOSAT,shopee
181,Freedom Combo 6GB / 30 Hari,35550,Paket Data,INDOSAT,shopee
182,Freedom Internet 5.5GB / 30 Hari,33650,Paket Data,INDOSAT,shopee
189,Freedom U 5.5GB / 30 Hari,36550,Paket Data,INDOSAT,shopee
190,Freedom Combo 8GB / 30 Hari + Bonus 500MB,34550,Paket Data,INDOSAT,shopee
196,Indosat 3GB 30 hari,34900,Paket Data,INDOSAT,shopee
197,Freedom Internet 7GB / 30 Hari,36700,Paket Data,INDOSAT,shopee
198,Paket Extra 2GB,35900,Paket Data,INDOSAT,shopee
205,(closed) Freedom Combo 10 GB / 30 Hari,40960,Paket Data,INDOSAT,shopee
206,Freedom U 2GB+7.5GB Apps / 30 Hari,39200,Paket Data,INDOSAT,shopee
212,Freedom Apps FUN 10GB / 30 Hari,39230,Paket Data,INDOSAT,shopee
213,Freedom Kuota Harian 1GB/hari (Total 14GB) / 14 Hari + BONUS 500MB ,39300,Paket Data,INDOSAT,shopee
214,Freedom Internet 10GB / 30 Hari,39200,Paket Data,INDOSAT,shopee
221,Freedom Combo 10GB / 30 Hari,47780,Paket Data,INDOSAT,shopee
222,Freedom Internet 9GB / 30 Hari,46800,Paket Data,INDOSAT,shopee
228,Freedom Play Games 8GB/30hr,44500,Paket Data,INDOSAT,shopee
229,Freedom Play Movies 8GB/30hr,44500,Paket Data,INDOSAT,shopee
230,(closed) Freedom U 10GB / 30 Hari,51250,Paket Data,INDOSAT,shopee
237,Freedom Internet Longlife 8GB / 60 Hari,47250,Paket Data,INDOSAT,shopee
238,Freedom Combo 14GB / 30 Hari + Bonus 1GB,48850,Paket Data,INDOSAT,shopee
245,Freedom Internet 3GB / 30 Hari + Vidio FIFA World Cup,47750,Paket Data,INDOSAT,shopee
246,Freedom Internet 10GB / 30 Hari + BONUS 1GB ,48500,Paket Data,INDOSAT,shopee
253,Freedom Internet 12GB / 30 Hari + Bonus Kuota Zona Hingga 8GB,51500,Paket Data,INDOSAT,shopee
254,Indosat 4GB 30 hari,45400,Paket Data,INDOSAT,shopee
261,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,48850,Paket Data,INDOSAT,shopee
262,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,49000,Paket Data,INDOSAT,shopee
263,Freedom U 10GB / 30 Hari,61150,Paket Data,INDOSAT,shopee
270,Freedom U 3GB+15GB Apps / 30 Hari,58800,Paket Data,INDOSAT,shopee
271,Paket Extra 4GB,51900,Paket Data,INDOSAT,shopee
278,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,55800,Paket Data,INDOSAT,shopee
279,Freedom Combo 20 GB / 30 Hari,62420,Paket Data,INDOSAT,shopee
286,Freedom Combo M 12GB / 30 Hari,64000,Paket Data,INDOSAT,shopee
287,Freedom Internet 18GB / 30 Hari,64500,Paket Data,INDOSAT,shopee
294,Indosat 5GB 30 hari,59900,Paket Data,INDOSAT,shopee
295,Freedom U 5GB+15GB Apps / 30 Hari,62900,Paket Data,INDOSAT,shopee
302,Freedom Combo 20GB / 30 Hari,75100,Paket Data,INDOSAT,shopee
303,Freedom U 20GB / 30 Hari,72170,Paket Data,INDOSAT,shopee
304,Freedom Internet Longlife 12GB / 90 Hari,67000,Paket Data,INDOSAT,shopee
311,Freedom Combo 20GB / 30 Hari + Bonus 3GB,68500,Paket Data,INDOSAT,shopee
312,Freedom Internet 16GB / 30 Hari,73000,Paket Data,INDOSAT,shopee
320,Paket Extra 6GB,69400,Paket Data,INDOSAT,shopee
321,Freedom U 7GB+20GB Apps / 30 Hari,78400,Paket Data,INDOSAT,shopee
329,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari + BONUS 3GB ,73300,Paket Data,INDOSAT,shopee
336,Freedom Internet 21GB / 30 Hari + BONUS 3GB ,74000,Paket Data,INDOSAT,shopee
337,Freedom U 20GB / 30 Hari,85850,Paket Data,INDOSAT,shopee
338,Freedom Combo 30 GB / 30 Hari,83870,Paket Data,INDOSAT,shopee
345,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari,88300,Paket Data,INDOSAT,shopee
346,Freedom Internet 24GB / 30 Hari + Bonus Kuota Zona Hingga 16GB,82000,Paket Data,INDOSAT,shopee
347,Freedom Internet 28GB / 30 Hari,85800,Paket Data,INDOSAT,shopee
