,SKU,price,category,brand,platform
22,[PARTI DAY] Bronet 24jam 3GB Nat+2GB Sosmed/Chat| 3hr,10000,Paket Data,AXIS,shopee
23,AIGO Bronet Mini 24Jam 1.5GB + Lokal 5hr,11260,Paket Data,AXIS,shopee
29,Promo Bronet 24jam 3GB Nat+2GB Sosmed/Chat| 3hr,10900,Paket Data,AXIS,shopee
30,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,12000,Paket Data,AXIS,shopee
31,Bronet Mini 1GB 7 Hari,11786,Paket Data,AXIS,shopee
37,"Paket KZL Chat (WhatsApp/LINE/BBM) Unlimited,  30 hari",14500,Paket Data,AXIS,shopee
38,"Paket KZL SocMed (FB/IG/Twitter) Unlimited,  30 hari",14550,Paket Data,AXIS,shopee
39,Bronet Mini 1.5GB 7 Hari,14450,Paket Data,AXIS,shopee
46,AIGO Bronet 24Jam 1GB 30hr,15280,Paket Data,AXIS,shopee
47,AIGO Bronet 24Jam 3GB + Lokal 30hr,17040,Paket Data,AXIS,shopee
54,AIGO Bronet Mini 2GB 7hr,17600,Paket Data,AXIS,shopee
55,Bronet Mini 2GB 7 Hari,17250,Paket Data,AXIS,shopee
56,"Paket KZL Combo SocMed + Chat Unlimited,  30 hari",19500,Paket Data,AXIS,shopee
63,AIGO Bronet 24Jam 3GB + Lokal 30hr,18700,Paket Data,AXIS,shopee
64,AIGO Bronet Mini 3GB 15hr,22580,Paket Data,AXIS,shopee
71,AIGO Bronet Mini 24Jam 3.5GB + Lokal 7hr,24415,Paket Data,AXIS,shopee
72,BRONET 4G OWSEM 1GB + 1GB,23900,Paket Data,AXIS,shopee
79,BRONET 4G OWSEM 1GB + 1GB,22825,Paket Data,AXIS,shopee
80,Bronet Mini 3GB 7 Hari,19500,Paket Data,AXIS,shopee
87,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,24415,Paket Data,AXIS,shopee
88,AIGO Bronet 24Jam 2GB 30hr,24500,Paket Data,AXIS,shopee
89,Paket KANGEN 24Jam 100mnt 30hr,23820,Paket Data,AXIS,shopee
97,AIGO Bronet Mini 24Jam 4GB + Lokal 15hr,28740,Paket Data,AXIS,shopee
101,Bronet 24Jam 6GB Kuota Utama + 20GB Sosmed/Chat| 10hr,24500,Paket Data,AXIS,shopee
102,"[Parti Promo] Bronet 24jam 6GB Nat + 4GB Sosmed/Chat, 10hr",26550,Paket Data,AXIS,shopee
103,"BRONET 2GB,  60 hari",25210,Paket Data,AXIS,shopee
104,Bronet Mini 5GB 7 Hari,22750,Paket Data,AXIS,shopee
105,AIGO Bronet 24Jam 6GB + Lokal 30hr,29000,Paket Data,AXIS,shopee
111,Promo Bronet 24jam 6GB Nat+4GB Sosmed/Chat| 10hr,28500,Paket Data,AXIS,shopee
112,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,28740,Paket Data,AXIS,shopee
113,AIGO Bronet 24Jam 6GB + Lokal 30hr,30300,Paket Data,AXIS,shopee
120,AIGO Bronet 24Jam 3GB 30hr,25020,Paket Data,AXIS,shopee
121,AIGO Bronet Mini 5GB 15hr,31750,Paket Data,AXIS,shopee
128,AIGO Bronet Mini 7GB 15hr,33500,Paket Data,AXIS,shopee
129,Bronet Mini 8GB 7 Hari,29350,Paket Data,AXIS,shopee
135,AIGO Bronet Mini 24Jam 8GB + Lokal 15hr,33500,Paket Data,AXIS,shopee
136,AIGO Bronet 24Jam 8GB + Lokal 30hr,39110,Paket Data,AXIS,shopee
137,BRONET 4G OWSEM 1GB + 3GB,38900,Paket Data,AXIS,shopee
144,BRONET 4G OWSEM 1GB + 3GB,37135,Paket Data,AXIS,shopee
145,"BRONET 3GB,  60 hari",31661,Paket Data,AXIS,shopee
153,AXIS+ 24Jam 1GB 30hr| 6bln,35000,Paket Data,AXIS,shopee
161,OWSEM 16GB  Unlimited Games 30 hari,42000,Paket Data,AXIS,shopee
166,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,42300,Paket Data,AXIS,shopee
167,AIGO Bronet 24Jam 5GB 30hr,31880,Paket Data,AXIS,shopee
168,AIGO Bronet 24Jam 14GB + Lokal 30hr,50700,Paket Data,AXIS,shopee
169,OWSEM 24GB  Unlimited Games 30 hari,53000,Paket Data,AXIS,shopee
176,"BRONET 5GB,  60 hari",47541,Paket Data,AXIS,shopee
177,AIGO Bronet 24Jam 14GB + Lokal 30hr,57750,Paket Data,AXIS,shopee
184,BRONET 4G OWSEM 2GB + 6GB,52850,Paket Data,AXIS,shopee
185,BRONET 4G OWSEM 2GB + 6GB,61900,Paket Data,AXIS,shopee
192,AIGO Bronet 24Jam 12GB 30hr,61950,Paket Data,AXIS,shopee
193,AIGO Bronet 24Jam 8GB 30hr,58820,Paket Data,AXIS,shopee
200,OWSEM 32GB  Unlimited Games 30 hari,59950,Paket Data,AXIS,shopee
201,AIGO Bronet 24Jam 20GB + Lokal 30hr,64800,Paket Data,AXIS,shopee
208,AIGO Bronet 24Jam 20GB + Lokal 30hr,71900,Paket Data,AXIS,shopee
209,AXIS+ 24Jam 2GB 30hr| 6bln,69750,Paket Data,AXIS,shopee
216,BRONET 24Jam 8GB + Games 2GB 60hr,69475,Paket Data,AXIS,shopee
217,"BRONET 8GB,  60 hari",68911,Paket Data,AXIS,shopee
224,[EKSKLUSIF] BRONET 24 Jam 8GB 60 Hari + Sosmed 2GB 30 Hari,66975,Paket Data,AXIS,shopee
225,BRONET 4G OWSEM 3GB + 9GB,80900,Paket Data,AXIS,shopee
231,BRONET 4G OWSEM 3GB + 9GB,68050,Paket Data,AXIS,shopee
232,OWSEM 48GB  Unlimited Games 30 hari,74950,Paket Data,AXIS,shopee
233,AIGO Bronet 24Jam 22GB 30hr,81500,Paket Data,AXIS,shopee
240,AXIS+ 24Jam 1GB 30hr| 12bln,74800,Paket Data,AXIS,shopee
241,[PARTI DAY] Bronet 24jam 30GB Nat+15GB Sosmed/Chat| 30hr,81000,Paket Data,AXIS,shopee
242,"BRONET 10GB,  60 hari",80494,Paket Data,AXIS,shopee
247,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Paket Data,AXIS,shopee
248,[EKSKLUSIF] BRONET 24 Jam 10GB 60 Hari + Sosmed 2GB 30 Hari,78975,Paket Data,AXIS,shopee
249,Promo Bronet 24jam 30GB Nat+15GB Sosmed/Chat| 30hr,85600,Paket Data,AXIS,shopee
250,AXIS+ 24Jam 3GB 30hr| 6bln,84750,Paket Data,AXIS,shopee
257,"BRONET 12GB,  60 hari",89880,Paket Data,AXIS,shopee
258,BRONET 24Jam 12GB + Games 2GB 60hr,89475,Paket Data,AXIS,shopee
264,[EKSKLUSIF] BRONET 24 Jam 12GB 60 Hari + Sosmed 2GB 30 Hari,89475,Paket Data,AXIS,shopee
265,OWSEM 80GB  Unlimited Games 30 hari,96000,Paket Data,AXIS,shopee
266,"BRONET 16GB,  60 hari",114700,Paket Data,AXIS,shopee
0,"Internet 1 GB,  1 hari",4500,Paket Data,INDOSAT,shopee
1,Indosat 100MB 30 hari,2775,Paket Data,INDOSAT,shopee
2,Freedom Apps EDU 2GB / 2 Hari,3750,Paket Data,INDOSAT,shopee
3,Internet 1 GB 3 hari,5500,Paket Data,INDOSAT,shopee
4,Indosat 200MB 30 hari,5500,Paket Data,INDOSAT,shopee
5,Yellow 1GB / 2 Hari,5450,Paket Data,INDOSAT,shopee
6,Yellow 1GB / 3 Hari,4940,Paket Data,INDOSAT,shopee
13,Data Kuota 500MB,6200,Paket Data,INDOSAT,shopee
14,Indosat 300MB 30 hari,5100,Paket Data,INDOSAT,shopee
21,"Internet 1 GB,  7 hari",9200,Paket Data,INDOSAT,shopee
22,Yellow 1GB / 7 Hari,10650,Paket Data,INDOSAT,shopee
28,Freedom Apps EDU 6GB / 7 Hari,9750,Paket Data,INDOSAT,shopee
29,Freedom Internet 2.5GB/5Hari,10950,Paket Data,INDOSAT,shopee
30,Indosat 500MB 30 hari,10100,Paket Data,INDOSAT,shopee
38,Paket Nelpon Obrol Sepuasnya ke Sesama 30D,9900,Paket Data,INDOSAT,shopee
44,Freedom Apps FUN 2GB / 7 Hari,11700,Paket Data,INDOSAT,shopee
45,Indosat 700MB 30 hari,11400,Paket Data,INDOSAT,shopee
46,Internet 1 GB 7 hari,11500,Paket Data,INDOSAT,shopee
53,Yellow 1GB / 15 Hari,13300,Paket Data,INDOSAT,shopee
54,Freedom Internet 2.5GB / 5Hari,13800,Paket Data,INDOSAT,shopee
60,Indosat 1GB 30 hari,12150,Paket Data,INDOSAT,shopee
61,Freedom Internet 5GB / 3 Hari,14300,Paket Data,INDOSAT,shopee
62,Freedom Apps EDU 10GB / 15 Hari,14650,Paket Data,INDOSAT,shopee
69,(closed) Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
70,Freedom Internet 5GB/5 Hari,14800,Paket Data,INDOSAT,shopee
76,Freedom U 1GB+2GB Apps / 7 Hari,14900,Paket Data,INDOSAT,shopee
78,Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
86,Freedom Internet 5GB/5 Hari,16850,Paket Data,INDOSAT,shopee
87,Kuota Apps Di Rumah Aja 5GB / 3 Hari,16745,Paket Data,INDOSAT,shopee
95,Freedom Internet 5GB / 5 Hari,18750,Paket Data,INDOSAT,shopee
100,Freedom Kuota Harian 1GB/hari (Total 7GB) / 7 Hari ,19700,Paket Data,INDOSAT,shopee
101,Freedom Apps Entertainment 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
102,Freedom Apps Games 12Gb/30Hari,19850,Paket Data,INDOSAT,shopee
103,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,19900,Paket Data,INDOSAT,shopee
110,Freedom Internet 4GB / 30 Hari,19800,Paket Data,INDOSAT,shopee
111,Freedom Internet 7GB / 5 Hari,20450,Paket Data,INDOSAT,shopee
118,Freedom Internet 7GB/7 Hari,19850,Paket Data,INDOSAT,shopee
119,Freedom Internet 3GB / 30 Hari,21750,Paket Data,INDOSAT,shopee
126,Freedom Internet 7GB/7 Hari,21750,Paket Data,INDOSAT,shopee
127,Freedom Internet 7GB / 7 Hari,23700,Paket Data,INDOSAT,shopee
133,Freedom Combo 4GB / 30 Hari + Bonus 300MB,24450,Paket Data,INDOSAT,shopee
134,Freedom Apps EDU 30GB / 30 Hari,24600,Paket Data,INDOSAT,shopee
135,Freedom Apps FUN 6GB / 15 Hari,24600,Paket Data,INDOSAT,shopee
141,Freedom Internet 15GB/3 Hari,24900,Paket Data,INDOSAT,shopee
142,Freedom Internet 4GB / 30 Hari + BONUS 300MB ,24750,Paket Data,INDOSAT,shopee
143,Freedom U 1GB+4.5GB Apps / 30 Hari,24600,Paket Data,INDOSAT,shopee
149,Indosat 2GB 30 hari,24300,Paket Data,INDOSAT,shopee
150,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,24750,Paket Data,INDOSAT,shopee
151,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,25000,Paket Data,INDOSAT,shopee
158,(closed) Freedom U 5.5GB / 30 Hari,30950,Paket Data,INDOSAT,shopee
159,Freedom Internet 15GB/5hr,29600,Paket Data,INDOSAT,shopee
166,Kuota Apps Di Rumah Aja 10GB / 7 Hari,26550,Paket Data,INDOSAT,shopee
167,(closed) Freedom Combo 6 GB / 30 Hari,30600,Paket Data,INDOSAT,shopee
168,Freedom Internet 15GB/5hr,27700,Paket Data,INDOSAT,shopee
174,Freedom Internet 5GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,29800,Paket Data,INDOSAT,shopee
175,Freedom Internet 6.5GB / 30 Hari,34650,Paket Data,INDOSAT,shopee
176,Freedom Combo 6GB / 30 Hari,35550,Paket Data,INDOSAT,shopee
182,Freedom Internet 5.5GB / 30 Hari,33650,Paket Data,INDOSAT,shopee
183,Freedom U 5.5GB / 30 Hari,36550,Paket Data,INDOSAT,shopee
184,Freedom Combo 8GB / 30 Hari + Bonus 500MB,34550,Paket Data,INDOSAT,shopee
191,Indosat 3GB 30 hari,34900,Paket Data,INDOSAT,shopee
192,Freedom Internet 7GB / 30 Hari,36700,Paket Data,INDOSAT,shopee
198,Paket Extra 2GB,35900,Paket Data,INDOSAT,shopee
199,(closed) Freedom Combo 10 GB / 30 Hari,40960,Paket Data,INDOSAT,shopee
200,Freedom U 2GB+7.5GB Apps / 30 Hari,39200,Paket Data,INDOSAT,shopee
205,Freedom Apps FUN 10GB / 30 Hari,39230,Paket Data,INDOSAT,shopee
206,Freedom Kuota Harian 1GB/hari (Total 14GB) / 14 Hari + BONUS 500MB ,39300,Paket Data,INDOSAT,shopee
207,Freedom Internet 10GB / 30 Hari,39200,Paket Data,INDOSAT,shopee
208,Freedom Combo 10GB / 30 Hari,47825,Paket Data,INDOSAT,shopee
215,Freedom Internet 9GB / 30 Hari,46800,Paket Data,INDOSAT,shopee
216,Freedom Play Games 8GB/30hr,44500,Paket Data,INDOSAT,shopee
223,Freedom Play Movies 8GB/30hr,44500,Paket Data,INDOSAT,shopee
224,(closed) Freedom U 10GB / 30 Hari,51250,Paket Data,INDOSAT,shopee
231,Freedom Internet Longlife 8GB / 60 Hari,47250,Paket Data,INDOSAT,shopee
232,Freedom Combo 14GB / 30 Hari + Bonus 1GB,48850,Paket Data,INDOSAT,shopee
238,Freedom Internet 3GB / 30 Hari + Vidio FIFA World Cup,47750,Paket Data,INDOSAT,shopee
239,Freedom Internet 10GB / 30 Hari + BONUS 1GB ,48500,Paket Data,INDOSAT,shopee
240,Freedom Internet 12GB / 30 Hari + Bonus Kuota Zona Hingga 8GB,51500,Paket Data,INDOSAT,shopee
247,Indosat 4GB 30 hari,45400,Paket Data,INDOSAT,shopee
248,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,48850,Paket Data,INDOSAT,shopee
253,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,49000,Paket Data,INDOSAT,shopee
254,Freedom U 10GB / 30 Hari,61150,Paket Data,INDOSAT,shopee
255,Freedom U 3GB+15GB Apps / 30 Hari,58800,Paket Data,INDOSAT,shopee
256,Paket Extra 4GB,51900,Paket Data,INDOSAT,shopee
262,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,55800,Paket Data,INDOSAT,shopee
263,Freedom Combo 20 GB / 30 Hari,62420,Paket Data,INDOSAT,shopee
264,Freedom Combo M 12GB / 30 Hari,64000,Paket Data,INDOSAT,shopee
270,Freedom Internet 18GB / 30 Hari,64500,Paket Data,INDOSAT,shopee
271,Indosat 5GB 30 hari,59900,Paket Data,INDOSAT,shopee
272,Freedom U 5GB+15GB Apps / 30 Hari,62900,Paket Data,INDOSAT,shopee
273,Freedom Combo 20GB / 30 Hari,75100,Paket Data,INDOSAT,shopee
280,Freedom U 20GB / 30 Hari,72170,Paket Data,INDOSAT,shopee
281,Freedom Internet Longlife 12GB / 90 Hari,67000,Paket Data,INDOSAT,shopee
288,Freedom Combo 20GB / 30 Hari + Bonus 3GB,68500,Paket Data,INDOSAT,shopee
289,Freedom Internet 16GB / 30 Hari,72600,Paket Data,INDOSAT,shopee
296,Paket Extra 6GB,69400,Paket Data,INDOSAT,shopee
297,Freedom U 7GB+20GB Apps / 30 Hari,78400,Paket Data,INDOSAT,shopee
302,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari + BONUS 3GB ,73300,Paket Data,INDOSAT,shopee
303,Freedom Internet 21GB / 30 Hari + BONUS 3GB ,74000,Paket Data,INDOSAT,shopee
304,Freedom U 20GB / 30 Hari,85850,Paket Data,INDOSAT,shopee
305,Freedom Combo 30 GB / 30 Hari,83870,Paket Data,INDOSAT,shopee
312,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari,88300,Paket Data,INDOSAT,shopee
313,Freedom Internet 24GB / 30 Hari + Bonus Kuota Zona Hingga 16GB,82000,Paket Data,INDOSAT,shopee
320,Freedom Internet 28GB / 30 Hari,85800,Paket Data,INDOSAT,shopee
321,Freedom Play Games 20GB/30hr,84000,Paket Data,INDOSAT,shopee
328,Freedom Play Movies 20GB/30hr,84000,Paket Data,INDOSAT,shopee
329,Freedom Combo 30GB / 30 Hari,97580,Paket Data,INDOSAT,shopee
330,Freedom U 35GB / 30 Hari,93650,Paket Data,INDOSAT,shopee
337,Freedom Internet Longlife 20GB / 60 Hari,89000,Paket Data,INDOSAT,shopee
338,Internet 12 GB 30 hari,89000,Paket Data,INDOSAT,shopee
344,Freedom Combo L 26GB / 30 Hari,94300,Paket Data,INDOSAT,shopee
345,Freedom Internet 25GB / 30 Hari,97500,Paket Data,INDOSAT,shopee
346,Freedom U 10GB+25GB Apps / 30 Hari,97500,Paket Data,INDOSAT,shopee
353,Freedom U 35GB / 30 Hari,109250,Paket Data,INDOSAT,shopee
354,Freedom U 45GB / 30 Hari,105500,Paket Data,INDOSAT,shopee
355,Freedom Combo 30GB / 30 Hari + Bonus 5GB,98500,Paket Data,INDOSAT,shopee
362,Freedom Combo 40 GB / 30 Hari,105800,Paket Data,INDOSAT,shopee
363,Freedom Internet 32GB / 30 Hari + BONUS 5GB ,98500,Paket Data,INDOSAT,shopee
370,Freedom Internet 35GB / 30 Hari + Bonus Kuota Zona Hingga 25GB,102500,Paket Data,INDOSAT,shopee
371,Freedom Internet 44GB / 30 Hari,107300,Paket Data,INDOSAT,shopee
377,Freedom Internet 50GB / 30 Hari,121500,Paket Data,INDOSAT,shopee
378,"[EKSKLUSIF] Freedom 25GB, 30 hari",99000,Paket Data,INDOSAT,shopee
379,Freedom U 45GB / 30 Hari,121950,Paket Data,INDOSAT,shopee
384,Freedom Internet 42GB / 30 Hari,122000,Paket Data,INDOSAT,shopee
385,Freedom Internet 50GB / 30 Hari,120000,Paket Data,INDOSAT,shopee
386,Freedom U 15GB+25GB Apps / 30 Hari,123800,Paket Data,INDOSAT,shopee
387,Freedom Internet Hot Promo 100GB / 30 Hari,134100,Paket Data,INDOSAT,shopee
394,Freedom Internet Longlife 30GB / 90 Hari,123500,Paket Data,INDOSAT,shopee
395,Freedom Internet SENSASI 100GB / 30 Hari,125000,Paket Data,INDOSAT,shopee
402,Freedom XL 41GB / 30 Hari,148000,Paket Data,INDOSAT,shopee
403,Freedom Internet Longlife 36GB / 60 Hari,128500,Paket Data,INDOSAT,shopee
411,Freedom Internet 50GB / 30 Hari,136000,Paket Data,INDOSAT,shopee
412,Freedom Internet 70GB / 30 Hari,140000,Paket Data,INDOSAT,shopee
419,Freedom Combo 50GB / 30 Hari + Bonus 7GB,148000,Paket Data,INDOSAT,shopee
420,Freedom U Jumbo / 30 Hari,148800,Paket Data,INDOSAT,shopee
427,Freedom Combo 60 GB / 30 Hari,161000,Paket Data,INDOSAT,shopee
428,Freedom Internet 100GB / 30 Hari,147000,Paket Data,INDOSAT,shopee
435,Freedom XXL 65GB / 30 Hari,197400,Paket Data,INDOSAT,shopee
436,Promo Freedom Internet 100GB/30hr,159000,Paket Data,INDOSAT,shopee
443,Freedom U Jumbo / 30 Hari,159750,Paket Data,INDOSAT,shopee
444,Freedom Internet 70GB / 30 Hari,180000,Paket Data,INDOSAT,shopee
449,Freedom Internet Longlife 54GB / 90 Hari,178500,Paket Data,INDOSAT,shopee
450,Freedom Combo 50GB / 90 Hari,197500,Paket Data,INDOSAT,shopee
451,Freedom Internet 100GB / 30 Hari,215150,Paket Data,INDOSAT,shopee
452,Freedom Internet 200GB / 30 Hari,200000,Paket Data,INDOSAT,shopee
460,Promo Freedom Internet 150GB/30hr,199000,Paket Data,INDOSAT,shopee
461,Freedom Internet SENSASI 150GB / 30 Hari,214750,Paket Data,INDOSAT,shopee
467,Freedom U 3GB+15GB Apps / 6 Bulan ,248150,Paket Data,INDOSAT,shopee
468,Freedom Internet 100GB / 90 Hari,250000,Paket Data,INDOSAT,shopee
469,Freedom Internet SENSASI 200GB / 30 Hari,268750,Paket Data,INDOSAT,shopee
476,Freedom U 3GB+15GB Apps / 12 Bulan ,445100,Paket Data,INDOSAT,shopee
0,Kuota Snack Video 1.1GB,8700,Paket Data,SMARTFREN,shopee
