,SKU,price,category,brand,platform
20,"Paket KZL Chat (WhatsApp/LINE/BBM) Unlimited,  30 hari",14500,Paket Data,AXIS,shopee
21,"Paket KZL SocMed (FB/IG/Twitter) Unlimited,  30 hari",14550,Paket Data,AXIS,shopee
22,Bronet Mini 1.5GB 7 Hari,14450,Paket Data,AXIS,shopee
28,AIGO Bronet 24Jam 1GB 30hr,15280,Paket Data,AXIS,shopee
29,AIGO Bronet Mini 2GB 7hr,17600,Paket Data,AXIS,shopee
30,Bronet Mini 2GB 7 Hari,17250,Paket Data,AXIS,shopee
36,"Paket KZL Combo SocMed + Chat Unlimited,  30 hari",19500,Paket Data,AXIS,shopee
37,AIGO Bronet Mini 3GB 15hr,22580,Paket Data,AXIS,shopee
38,BRONET 4G OWSEM 1GB + 1GB,23900,Paket Data,AXIS,shopee
43,BRONET 4G OWSEM 1GB + 1GB,22825,Paket Data,AXIS,shopee
44,Bronet Mini 3GB 7 Hari,19500,Paket Data,AXIS,shopee
45,AIGO Bronet 24Jam 2GB 30hr,24500,Paket Data,AXIS,shopee
46,Paket KANGEN 24Jam 100mnt 30hr,24500,Paket Data,AXIS,shopee
52,Bronet 24Jam 6GB Kuota Utama + 20GB Sosmed/Chat| 10hr,24500,Paket Data,AXIS,shopee
53,"BRONET 2GB,  60 hari",26450,Paket Data,AXIS,shopee
54,Bronet Mini 5GB 7 Hari,22750,Paket Data,AXIS,shopee
61,AIGO Bronet 24Jam 3GB 30hr,25020,Paket Data,AXIS,shopee
62,AIGO Bronet Mini 5GB 15hr,31750,Paket Data,AXIS,shopee
63,AIGO Bronet Mini 7GB 15hr,33500,Paket Data,AXIS,shopee
69,Bronet Mini 8GB 7 Hari,28500,Paket Data,AXIS,shopee
70,BRONET 4G OWSEM 1GB + 3GB,38900,Paket Data,AXIS,shopee
71,BRONET 4G OWSEM 1GB + 3GB,37135,Paket Data,AXIS,shopee
77,"BRONET 3GB,  60 hari",33521,Paket Data,AXIS,shopee
78,AXIS+ 24Jam 1GB 30hr| 6bln,34950,Paket Data,AXIS,shopee
79,OWSEM 16GB  Unlimited Games 30 hari,42000,Paket Data,AXIS,shopee
86,AIGO Bronet 24Jam 5GB 30hr,31880,Paket Data,AXIS,shopee
87,OWSEM 24GB  Unlimited Games 30 hari,53000,Paket Data,AXIS,shopee
88,"BRONET 5GB,  60 hari",49100,Paket Data,AXIS,shopee
94,BRONET 4G OWSEM 2GB + 6GB,52850,Paket Data,AXIS,shopee
95,BRONET 4G OWSEM 2GB + 6GB,61900,Paket Data,AXIS,shopee
96,AIGO Bronet 24Jam 12GB 30hr,61950,Paket Data,AXIS,shopee
101,AIGO Bronet 24Jam 8GB 30hr,45950,Paket Data,AXIS,shopee
102,OWSEM 32GB  Unlimited Games 30 hari,59950,Paket Data,AXIS,shopee
103,AXIS+ 24Jam 2GB 30hr| 6bln,69750,Paket Data,AXIS,shopee
104,BRONET 24Jam 8GB + Games 2GB 60hr,69475,Paket Data,AXIS,shopee
110,"BRONET 8GB,  60 hari",68911,Paket Data,AXIS,shopee
111,[EKSKLUSIF] BRONET 24 Jam 8GB 60 Hari + Sosmed 2GB 30 Hari,66975,Paket Data,AXIS,shopee
112,BRONET 4G OWSEM 3GB + 9GB,80900,Paket Data,AXIS,shopee
118,BRONET 4G OWSEM 3GB + 9GB,68050,Paket Data,AXIS,shopee
119,OWSEM 48GB  Unlimited Games 30 hari,74950,Paket Data,AXIS,shopee
120,AIGO Bronet 24Jam 22GB 30hr,81500,Paket Data,AXIS,shopee
126,AXIS+ 24Jam 1GB 30hr| 12bln,74800,Paket Data,AXIS,shopee
127,"BRONET 10GB,  60 hari",80494,Paket Data,AXIS,shopee
128,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Paket Data,AXIS,shopee
134,[EKSKLUSIF] BRONET 24 Jam 10GB 60 Hari + Sosmed 2GB 30 Hari,78975,Paket Data,AXIS,shopee
135,AXIS+ 24Jam 3GB 30hr| 6bln,84750,Paket Data,AXIS,shopee
136,"BRONET 12GB,  60 hari",89880,Paket Data,AXIS,shopee
142,BRONET 24Jam 12GB + Games 2GB 60hr,89475,Paket Data,AXIS,shopee
143,[EKSKLUSIF] BRONET 24 Jam 12GB 60 Hari + Sosmed 2GB 30 Hari,89475,Paket Data,AXIS,shopee
144,OWSEM 80GB  Unlimited Games 30 hari,96000,Paket Data,AXIS,shopee
151,"BRONET 16GB,  60 hari",114700,Paket Data,AXIS,shopee
0,"Internet 1 GB,  1 hari",4500,Paket Data,INDOSAT,shopee
1,Indosat 100MB 30 hari,2775,Paket Data,INDOSAT,shopee
2,Freedom Apps EDU 2GB / 2 Hari,3750,Paket Data,INDOSAT,shopee
3,Internet 1 GB 3 hari,5500,Paket Data,INDOSAT,shopee
4,Indosat 200MB 30 hari,5500,Paket Data,INDOSAT,shopee
5,Yellow 1GB / 2 Hari,5450,Paket Data,INDOSAT,shopee
6,Yellow 1GB / 3 Hari,4940,Paket Data,INDOSAT,shopee
12,Data Kuota 500MB,6200,Paket Data,INDOSAT,shopee
13,Indosat 300MB 30 hari,5100,Paket Data,INDOSAT,shopee
14,"Internet 1 GB,  7 hari",9200,Paket Data,INDOSAT,shopee
15,Yellow 1GB / 7 Hari,10650,Paket Data,INDOSAT,shopee
22,Freedom Apps EDU 6GB / 7 Hari,9750,Paket Data,INDOSAT,shopee
23,Freedom Internet 2.5GB/5Hari,10950,Paket Data,INDOSAT,shopee
28,Indosat 500MB 30 hari,10100,Paket Data,INDOSAT,shopee
29,Paket Nelpon Obrol Sepuasnya ke Sesama / 30 Hari,9900,Paket Data,INDOSAT,shopee
30,Freedom Apps FUN 2GB / 7 Hari,11700,Paket Data,INDOSAT,shopee
31,Indosat 700MB 30 hari,11400,Paket Data,INDOSAT,shopee
37,Internet 1 GB 7 hari,11500,Paket Data,INDOSAT,shopee
38,Yellow 1GB / 15 Hari,13300,Paket Data,INDOSAT,shopee
39,Freedom Internet 2.5GB / 5Hari,12850,Paket Data,INDOSAT,shopee
44,Indosat 1GB 30 hari,12150,Paket Data,INDOSAT,shopee
45,Freedom Internet 5GB / 3 Hari,14300,Paket Data,INDOSAT,shopee
46,Freedom Apps EDU 10GB / 15 Hari,14650,Paket Data,INDOSAT,shopee
47,(closed) Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
53,Freedom Internet 5GB/5 Hari,14800,Paket Data,INDOSAT,shopee
54,Freedom U 1GB+2GB Apps / 7 Hari,14900,Paket Data,INDOSAT,shopee
61,Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
62,Kuota Apps Di Rumah Aja 5GB / 3 Hari,16745,Paket Data,INDOSAT,shopee
63,Freedom Internet 5GB / 5 Hari,17750,Paket Data,INDOSAT,shopee
70,Freedom Kuota Harian 1GB/hari (Total 7GB) / 7 Hari ,19700,Paket Data,INDOSAT,shopee
71,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,19900,Paket Data,INDOSAT,shopee
72,Freedom Internet 4GB / 30 Hari,19800,Paket Data,INDOSAT,shopee
79,Freedom Internet 7GB / 5 Hari,20450,Paket Data,INDOSAT,shopee
80,Freedom Internet 7GB/7 Hari,19850,Paket Data,INDOSAT,shopee
85,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,21750,Paket Data,INDOSAT,shopee
86,Freedom Internet 7GB / 7 Hari,23700,Paket Data,INDOSAT,shopee
87,Freedom Combo 4GB / 30 Hari + Bonus 300MB,24450,Paket Data,INDOSAT,shopee
88,Freedom Apps EDU 30GB / 30 Hari,24600,Paket Data,INDOSAT,shopee
95,Freedom Apps FUN 6GB / 15 Hari,24600,Paket Data,INDOSAT,shopee
96,Freedom Internet 15GB/3 Hari,24900,Paket Data,INDOSAT,shopee
102,Freedom Internet 4GB / 30 Hari + BONUS 300MB ,24750,Paket Data,INDOSAT,shopee
103,Freedom U 1GB+4.5GB Apps / 30 Hari,24600,Paket Data,INDOSAT,shopee
104,Indosat 2GB 30 hari,24300,Paket Data,INDOSAT,shopee
105,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,24750,Paket Data,INDOSAT,shopee
113,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,25000,Paket Data,INDOSAT,shopee
119,(closed) Freedom U 5.5GB / 30 Hari,30950,Paket Data,INDOSAT,shopee
120,Freedom Internet 15GB / 3hr,29600,Paket Data,INDOSAT,shopee
121,Kuota Apps Di Rumah Aja 10GB / 7 Hari,26550,Paket Data,INDOSAT,shopee
127,(closed) Freedom Combo 6 GB / 30 Hari,30600,Paket Data,INDOSAT,shopee
128,Freedom Internet 5GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,29800,Paket Data,INDOSAT,shopee
129,Freedom Internet 6.5GB / 30 Hari,34650,Paket Data,INDOSAT,shopee
136,Freedom Combo 6GB / 30 Hari,35550,Paket Data,INDOSAT,shopee
137,Freedom Internet 5.5GB / 30 Hari + Bonus Kuota Zona Hingga 3.5GB,31600,Paket Data,INDOSAT,shopee
143,Freedom U 5.5GB / 30 Hari,36550,Paket Data,INDOSAT,shopee
144,Freedom Combo 8GB / 30 Hari + Bonus 500MB,34550,Paket Data,INDOSAT,shopee
145,Indosat 3GB 30 hari,34900,Paket Data,INDOSAT,shopee
151,Paket Extra 2GB,35900,Paket Data,INDOSAT,shopee
152,(closed) Freedom Combo 10 GB / 30 Hari,40960,Paket Data,INDOSAT,shopee
153,Freedom U 2GB+7.5GB Apps / 30 Hari,39200,Paket Data,INDOSAT,shopee
159,Freedom Apps FUN 10GB / 30 Hari,39230,Paket Data,INDOSAT,shopee
160,Freedom Kuota Harian 1GB/hari (Total 14GB) / 14 Hari + BONUS 500MB ,39300,Paket Data,INDOSAT,shopee
161,Freedom Internet 10GB / 30 Hari,39200,Paket Data,INDOSAT,shopee
167,Freedom Combo 10GB / 30 Hari,47825,Paket Data,INDOSAT,shopee
168,Freedom Internet 9GB / 30 Hari + Bonus Kuota Zona Hingga 6GB,44500,Paket Data,INDOSAT,shopee
169,(closed) Freedom U 10GB / 30 Hari,51250,Paket Data,INDOSAT,shopee
176,Freedom Internet Longlife 8GB / 60 Hari,47250,Paket Data,INDOSAT,shopee
177,Freedom Combo 14GB / 30 Hari + Bonus 1GB,48850,Paket Data,INDOSAT,shopee
184,Freedom Internet 3GB / 30 Hari + Vidio FIFA World Cup,47750,Paket Data,INDOSAT,shopee
185,Freedom Internet 10GB / 30 Hari + BONUS 1GB ,48500,Paket Data,INDOSAT,shopee
191,Freedom Internet 12GB / 30 Hari + Bonus Kuota Zona Hingga 8GB,51500,Paket Data,INDOSAT,shopee
192,Indosat 4GB 30 hari,45400,Paket Data,INDOSAT,shopee
193,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,48850,Paket Data,INDOSAT,shopee
200,Freedom U 10GB / 30 Hari,61150,Paket Data,INDOSAT,shopee
201,Freedom U 3GB+15GB Apps / 30 Hari,58800,Paket Data,INDOSAT,shopee
202,Paket Extra 4GB,51900,Paket Data,INDOSAT,shopee
209,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,55800,Paket Data,INDOSAT,shopee
210,Freedom Combo 20 GB / 30 Hari,62420,Paket Data,INDOSAT,shopee
216,Freedom Combo M 12GB / 30 Hari,64000,Paket Data,INDOSAT,shopee
217,Freedom Internet 18GB / 30 Hari,64500,Paket Data,INDOSAT,shopee
218,Indosat 5GB 30 hari,59900,Paket Data,INDOSAT,shopee
224,Freedom U 5GB+15GB Apps / 30 Hari,62900,Paket Data,INDOSAT,shopee
225,Freedom Combo 20GB / 30 Hari,75100,Paket Data,INDOSAT,shopee
226,Freedom U 20GB / 30 Hari,72170,Paket Data,INDOSAT,shopee
232,Freedom Internet Longlife 12GB / 90 Hari,67000,Paket Data,INDOSAT,shopee
233,Freedom Combo 20GB / 30 Hari + Bonus 3GB,68500,Paket Data,INDOSAT,shopee
234,Freedom Internet 16GB / 30 Hari + Bonus Kuota Zona Hingga 14GB,69900,Paket Data,INDOSAT,shopee
240,Paket Extra 6GB,69400,Paket Data,INDOSAT,shopee
241,Freedom U 7GB+20GB Apps / 30 Hari,78400,Paket Data,INDOSAT,shopee
242,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari + BONUS 3GB ,73300,Paket Data,INDOSAT,shopee
248,Freedom Internet 21GB / 30 Hari + BONUS 3GB ,74000,Paket Data,INDOSAT,shopee
249,Freedom U 20GB / 30 Hari,85850,Paket Data,INDOSAT,shopee
250,Freedom Combo 30 GB / 30 Hari,83870,Paket Data,INDOSAT,shopee
256,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari,88300,Paket Data,INDOSAT,shopee
257,Freedom Internet 24GB / 30 Hari + Bonus Kuota Zona Hingga 16GB,82000,Paket Data,INDOSAT,shopee
258,Freedom Internet 28GB / 30 Hari,85800,Paket Data,INDOSAT,shopee
264,Freedom Combo 30GB / 30 Hari,97580,Paket Data,INDOSAT,shopee
265,Freedom U 35GB / 30 Hari,93650,Paket Data,INDOSAT,shopee
266,Freedom Internet Longlife 20GB / 60 Hari,89000,Paket Data,INDOSAT,shopee
272,Internet 12 GB 30 hari,89000,Paket Data,INDOSAT,shopee
273,Freedom Combo L 26GB / 30 Hari,94300,Paket Data,INDOSAT,shopee
274,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 20GB,93750,Paket Data,INDOSAT,shopee
280,Freedom U 10GB+25GB Apps / 30 Hari,97500,Paket Data,INDOSAT,shopee
281,Freedom U 35GB / 30 Hari,109250,Paket Data,INDOSAT,shopee
282,Freedom U 45GB / 30 Hari,105500,Paket Data,INDOSAT,shopee
288,Freedom Combo 30GB / 30 Hari + Bonus 5GB,98500,Paket Data,INDOSAT,shopee
289,Freedom Combo 40 GB / 30 Hari,105800,Paket Data,INDOSAT,shopee
290,Freedom Internet 32GB / 30 Hari + BONUS 5GB ,98500,Paket Data,INDOSAT,shopee
296,Freedom Internet 35GB / 30 Hari + Bonus Kuota Zona Hingga 25GB,102500,Paket Data,INDOSAT,shopee
297,Freedom Internet 44GB / 30 Hari,107300,Paket Data,INDOSAT,shopee
298,Freedom Internet 50GB / 30 Hari,121500,Paket Data,INDOSAT,shopee
304,"[EKSKLUSIF] Freedom 25GB, 30 hari",99000,Paket Data,INDOSAT,shopee
305,Freedom U 45GB / 30 Hari,121950,Paket Data,INDOSAT,shopee
306,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 28GB,120000,Paket Data,INDOSAT,shopee
312,Freedom Internet 50GB / 30 Hari,135000,Paket Data,INDOSAT,shopee
313,Freedom U 15GB+25GB Apps / 30 Hari,123800,Paket Data,INDOSAT,shopee
314,Freedom Internet Hot Promo 100GB / 30 Hari,134100,Paket Data,INDOSAT,shopee
321,Freedom Internet Longlife 30GB / 90 Hari,123500,Paket Data,INDOSAT,shopee
322,Freedom Internet SENSASI 100GB / 30 Hari,125000,Paket Data,INDOSAT,shopee
328,Freedom XL 41GB / 30 Hari,148000,Paket Data,INDOSAT,shopee
329,Freedom Internet Longlife 36GB / 60 Hari,128500,Paket Data,INDOSAT,shopee
330,Freedom Internet 50GB / 30 Hari,137000,Paket Data,INDOSAT,shopee
336,Freedom Internet 70GB / 30 Hari,170000,Paket Data,INDOSAT,shopee
337,Freedom Combo 50GB / 30 Hari + Bonus 7GB,148000,Paket Data,INDOSAT,shopee
338,Freedom U Jumbo / 30 Hari,148800,Paket Data,INDOSAT,shopee
344,Freedom Combo 60 GB / 30 Hari,161000,Paket Data,INDOSAT,shopee
345,Freedom Internet 100GB / 30 Hari,147000,Paket Data,INDOSAT,shopee
346,Freedom XXL 65GB / 30 Hari,197400,Paket Data,INDOSAT,shopee
352,Freedom U Jumbo / 30 Hari,159750,Paket Data,INDOSAT,shopee
353,Freedom Internet 70GB / 30 Hari,167500,Paket Data,INDOSAT,shopee
354,Freedom Internet Longlife 54GB / 90 Hari,178500,Paket Data,INDOSAT,shopee
359,Freedom Combo 50GB / 90 Hari,197500,Paket Data,INDOSAT,shopee
360,Freedom Internet 100GB / 30 Hari,198000,Paket Data,INDOSAT,shopee
361,Freedom Internet 200GB / 30 Hari,200000,Paket Data,INDOSAT,shopee
362,Freedom Internet SENSASI 150GB / 30 Hari,214750,Paket Data,INDOSAT,shopee
368,Freedom U 3GB+15GB Apps / 6 Bulan ,248150,Paket Data,INDOSAT,shopee
369,Freedom Internet 100GB / 90 Hari,250000,Paket Data,INDOSAT,shopee
370,Freedom Internet SENSASI 200GB / 30 Hari,268750,Paket Data,INDOSAT,shopee
371,Freedom U 3GB+15GB Apps / 12 Bulan ,445100,Paket Data,INDOSAT,shopee
0,Internet Volume 4GB,10000,Paket Data,SMARTFREN,shopee
1,Internet Volume 6GB,19675,Paket Data,SMARTFREN,shopee
2,Unlimited 20.000,24950,Paket Data,SMARTFREN,shopee
3,Internet Volume 10GB,29650,Paket Data,SMARTFREN,shopee
4,Unlimited Nonstop 30RB,34750,Paket Data,SMARTFREN,shopee
5,Internet Volume 16GB,39600,Paket Data,SMARTFREN,shopee
6,Unlimited 40.000,44950,Paket Data,SMARTFREN,shopee
12,Vidio Platinum F1 All Screen 40K,39950,Paket Data,SMARTFREN,shopee
13,Kuota Nonstop 10GB,44500,Paket Data,SMARTFREN,shopee
14,Unlimited 60.000,64850,Paket Data,SMARTFREN,shopee
21,Unlimited Harian 500MB 28 Hari,48700,Paket Data,SMARTFREN,shopee
22,Vidio Diamond EPL Mobile 57K,56950,Paket Data,SMARTFREN,shopee
28,Internet Volume 30GB,58900,Paket Data,SMARTFREN,shopee
29,Kuota Nonstop 18GB,64000,Paket Data,SMARTFREN,shopee
30,Smartfren Super 4G Unlimited Bulanan,69400,Paket Data,SMARTFREN,shopee
36,Vidio FIFA World Cup QATAR 22 Mobile,66000,Paket Data,SMARTFREN,shopee
37,Smartfren Super 4G Unlimited Bulanan,69800,Paket Data,SMARTFREN,shopee
38,Smartfren Super 4G Unlimited Bulanan Auto,70000,Paket Data,SMARTFREN,shopee
44,Unlimited 80.000,78950,Paket Data,SMARTFREN,shopee
45,Plan Smartfren Kuota 2L,79800,Paket Data,SMARTFREN,shopee
46,UNS 45 K Vidio FIFA World Cup QATAR 22 Mobile,96500,Paket Data,SMARTFREN,shopee
47,Vidio FIFA World Cup QATAR 22 All screen,99950,Paket Data,SMARTFREN,shopee
53,Internet Volume 60GB,98100,Paket Data,SMARTFREN,shopee
54,Kuota Nonstop 30GB,98000,Paket Data,SMARTFREN,shopee
55,Unlimited 100.000,98500,Paket Data,SMARTFREN,shopee
56,Plan Smartfren Kuota 3L,113000,Paket Data,SMARTFREN,shopee
63,UNS 70 K Vidio FIFA World Cup QATAR 22 Mobile,119900,Paket Data,SMARTFREN,shopee
64,Plan Smartfren Kuota 4L,134000,Paket Data,SMARTFREN,shopee
70,UNS 100 K Vidio FIFA World Cup QATAR 22 Mobile,149900,Paket Data,SMARTFREN,shopee
71,Internet Volume 90GB,145000,Paket Data,SMARTFREN,shopee
72,Unlimited 150.000,148500,Paket Data,SMARTFREN,shopee
78,UNS 125 K Vidio FIFA World Cup QATAR 22 Mobile,179000,Paket Data,SMARTFREN,shopee
79,Internet Volume 120GB,193300,Paket Data,SMARTFREN,shopee
80,Unlimited 200.000,198000,Paket Data,SMARTFREN,shopee
87,Internet Volume 100GB,297900,Paket Data,SMARTFREN,shopee
88,Internet Volume 200GB,496264,Paket Data,SMARTFREN,shopee
95,Internet Volume 420GB,994531,Paket Data,SMARTFREN,shopee
0,Paket Internet OMG 100K (Zona),98100,Paket Data,Telkomsel,shopee
1,Paket Internet OMG 150K (Zona),147900,Paket Data,Telkomsel,shopee
2,Paket Internet OMG 200K (Zona),196000,Paket Data,Telkomsel,shopee
3,Paket Internet OMG 30K (Zona),29800,Paket Data,Telkomsel,shopee
4,Paket Internet OMG 50K (Zona),49800,Paket Data,Telkomsel,shopee
5,Paket Internet OMG 75K (Zona),73700,Paket Data,Telkomsel,shopee
6,Data 5.000,5900,Paket Data,Telkomsel,shopee
13,Data 50MB 7 hari,4900,Paket Data,Telkomsel,shopee
