,SKU,price,category,brand,platform
30,Bronet Mini 1.5GB 7 Hari,14450,Paket Data,AXIS,shopee
31,AIGO Bronet 24Jam 1GB 30hr,15250,Paket Data,AXIS,shopee
32,AIGO Bronet Mini 2GB 7hr,17650,Paket Data,AXIS,shopee
39,Bronet Mini 2GB 7 Hari,17250,Paket Data,AXIS,shopee
40,"Paket KZL Combo SocMed + Chat Unlimited,  30 hari",19500,Paket Data,AXIS,shopee
46,AIGO Bronet Mini 3GB 15hr,21900,Paket Data,AXIS,shopee
47,BRONET 4G OWSEM 1GB + 1GB,23900,Paket Data,AXIS,shopee
48,BRONET 4G OWSEM 1GB + 1GB,22825,Paket Data,AXIS,shopee
54,Bronet Mini 3GB 7 Hari,19500,Paket Data,AXIS,shopee
55,AIGO Bronet 24Jam 2GB 30hr,24500,Paket Data,AXIS,shopee
56,Paket KANGEN 24Jam 100mnt 30hr,24500,Paket Data,AXIS,shopee
57,Bronet 24Jam 6GB Kuota Utama + 20GB Sosmed/Chat| 10hr,24500,Paket Data,AXIS,shopee
63,"BRONET 2GB,  60 hari",26450,Paket Data,AXIS,shopee
64,Bronet Mini 5GB 7 Hari,22750,Paket Data,AXIS,shopee
65,AIGO Bronet 24Jam 3GB 30hr,24950,Paket Data,AXIS,shopee
72,AIGO Bronet Mini 5GB 15hr,31750,Paket Data,AXIS,shopee
73,AIGO Bronet Mini 7GB 15hr,33500,Paket Data,AXIS,shopee
74,Bronet Mini 8GB 7 Hari,28500,Paket Data,AXIS,shopee
81,BRONET 4G OWSEM 1GB + 3GB,38900,Paket Data,AXIS,shopee
82,BRONET 4G OWSEM 1GB + 3GB,37135,Paket Data,AXIS,shopee
88,"BRONET 3GB,  60 hari",33521,Paket Data,AXIS,shopee
89,AXIS+ 24Jam 1GB 30hr| 6bln,34950,Paket Data,AXIS,shopee
90,OWSEM 16GB  Unlimited Games 30 hari,42000,Paket Data,AXIS,shopee
95,AIGO Bronet 24Jam 5GB 30hr,31900,Paket Data,AXIS,shopee
96,OWSEM 24GB  Unlimited Games 30 hari,53000,Paket Data,AXIS,shopee
97,"BRONET 5GB,  60 hari",49100,Paket Data,AXIS,shopee
98,BRONET 4G OWSEM 2GB + 6GB,52850,Paket Data,AXIS,shopee
104,BRONET 4G OWSEM 2GB + 6GB,61900,Paket Data,AXIS,shopee
105,AIGO Bronet 24Jam 12GB 30hr,61950,Paket Data,AXIS,shopee
106,AIGO Bronet 24Jam 8GB 30hr,45950,Paket Data,AXIS,shopee
112,OWSEM 32GB  Unlimited Games 30 hari,59950,Paket Data,AXIS,shopee
113,AXIS+ 24Jam 2GB 30hr| 6bln,69750,Paket Data,AXIS,shopee
114,BRONET 24Jam 8GB + Games 2GB 60hr,69475,Paket Data,AXIS,shopee
120,"BRONET 8GB,  60 hari",68911,Paket Data,AXIS,shopee
121,[EKSKLUSIF] BRONET 24 Jam 8GB 60 Hari + Sosmed 2GB 30 Hari,66975,Paket Data,AXIS,shopee
122,BRONET 4G OWSEM 3GB + 9GB,80900,Paket Data,AXIS,shopee
128,BRONET 4G OWSEM 3GB + 9GB,68050,Paket Data,AXIS,shopee
129,OWSEM 48GB  Unlimited Games 30 hari,74950,Paket Data,AXIS,shopee
130,AIGO Bronet 24Jam 22GB 30hr,81500,Paket Data,AXIS,shopee
137,AXIS+ 24Jam 1GB 30hr| 12bln,74800,Paket Data,AXIS,shopee
138,"BRONET 10GB,  60 hari",80494,Paket Data,AXIS,shopee
144,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Paket Data,AXIS,shopee
145,[EKSKLUSIF] BRONET 24 Jam 10GB 60 Hari + Sosmed 2GB 30 Hari,78975,Paket Data,AXIS,shopee
146,AXIS+ 24Jam 3GB 30hr| 6bln,84750,Paket Data,AXIS,shopee
153,"BRONET 12GB,  60 hari",89880,Paket Data,AXIS,shopee
154,BRONET 24Jam 12GB + Games 2GB 60hr,89475,Paket Data,AXIS,shopee
155,[EKSKLUSIF] BRONET 24 Jam 12GB 60 Hari + Sosmed 2GB 30 Hari,89475,Paket Data,AXIS,shopee
162,OWSEM 80GB  Unlimited Games 30 hari,96000,Paket Data,AXIS,shopee
163,"BRONET 16GB,  60 hari",114700,Paket Data,AXIS,shopee
0,"Internet 1 GB,  1 hari",4500,Paket Data,INDOSAT,shopee
1,Indosat 100MB 30 hari,2775,Paket Data,INDOSAT,shopee
2,Freedom Apps EDU 2GB / 2 Hari,3750,Paket Data,INDOSAT,shopee
3,Internet 1 GB 3 hari,5500,Paket Data,INDOSAT,shopee
4,Indosat 200MB 30 hari,5500,Paket Data,INDOSAT,shopee
5,Yellow 1GB / 2 Hari,5450,Paket Data,INDOSAT,shopee
6,Yellow 1GB / 3 Hari,4940,Paket Data,INDOSAT,shopee
12,Data Kuota 500MB,6200,Paket Data,INDOSAT,shopee
13,Indosat 300MB 30 hari,5100,Paket Data,INDOSAT,shopee
14,"Internet 1 GB,  7 hari",9200,Paket Data,INDOSAT,shopee
20,Yellow 1GB / 7 Hari,10650,Paket Data,INDOSAT,shopee
21,Freedom Apps EDU 6GB / 7 Hari,9750,Paket Data,INDOSAT,shopee
22,Freedom Internet 2.5GB/5Hari,10950,Paket Data,INDOSAT,shopee
28,Indosat 500MB 30 hari,10100,Paket Data,INDOSAT,shopee
29,Paket Nelpon Obrol Sepuasnya ke Sesama / 30 Hari,9900,Paket Data,INDOSAT,shopee
30,Freedom Apps FUN 2GB / 7 Hari,11700,Paket Data,INDOSAT,shopee
37,Indosat 700MB 30 hari,11400,Paket Data,INDOSAT,shopee
38,Internet 1 GB 7 hari,11500,Paket Data,INDOSAT,shopee
39,Yellow 1GB / 15 Hari,13300,Paket Data,INDOSAT,shopee
46,Indosat 1GB 30 hari,12150,Paket Data,INDOSAT,shopee
47,Freedom Internet 5GB / 3 Hari,14300,Paket Data,INDOSAT,shopee
53,Freedom Apps EDU 10GB / 15 Hari,14650,Paket Data,INDOSAT,shopee
54,(closed) Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
55,Freedom Internet 5GB/5 Hari,14800,Paket Data,INDOSAT,shopee
61,Freedom U 1GB+2GB Apps / 7 Hari,14900,Paket Data,INDOSAT,shopee
63,Freedom Internet 2GB / 30 Hari,16500,Paket Data,INDOSAT,shopee
69,Kuota Apps Di Rumah Aja 5GB / 3 Hari,16745,Paket Data,INDOSAT,shopee
70,Freedom Kuota Harian 1GB/hari (Total 7GB) / 7 Hari ,19700,Paket Data,INDOSAT,shopee
71,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,19900,Paket Data,INDOSAT,shopee
77,Freedom Internet 4GB / 30 Hari,19800,Paket Data,INDOSAT,shopee
78,Freedom Internet 7GB / 5 Hari,20450,Paket Data,INDOSAT,shopee
79,Freedom Internet 7GB/7 Hari,19850,Paket Data,INDOSAT,shopee
85,Freedom Combo 4GB / 30 Hari + Bonus 300MB,24450,Paket Data,INDOSAT,shopee
86,Freedom Apps EDU 30GB / 30 Hari,24600,Paket Data,INDOSAT,shopee
87,Freedom Apps FUN 6GB / 15 Hari,24600,Paket Data,INDOSAT,shopee
93,Freedom Internet 15GB/3 Hari,24900,Paket Data,INDOSAT,shopee
94,Freedom Internet 4GB / 30 Hari + BONUS 300MB ,24750,Paket Data,INDOSAT,shopee
95,Freedom U 1GB+4.5GB Apps / 30 Hari,24600,Paket Data,INDOSAT,shopee
100,Indosat 2GB 30 hari,24300,Paket Data,INDOSAT,shopee
101,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,24750,Paket Data,INDOSAT,shopee
102,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,25000,Paket Data,INDOSAT,shopee
103,(closed) Freedom U 5.5GB / 30 Hari,30950,Paket Data,INDOSAT,shopee
109,Kuota Apps Di Rumah Aja 10GB / 7 Hari,26550,Paket Data,INDOSAT,shopee
110,(closed) Freedom Combo 6 GB / 30 Hari,30600,Paket Data,INDOSAT,shopee
111,Freedom Internet 5GB / 30 Hari + Bonus Kuota Zona Hingga 4GB,29800,Paket Data,INDOSAT,shopee
112,Freedom Internet 6.5GB / 30 Hari,34650,Paket Data,INDOSAT,shopee
119,Freedom Combo 6GB / 30 Hari,31600,Paket Data,INDOSAT,shopee
120,Freedom U 5.5GB / 30 Hari,31600,Paket Data,INDOSAT,shopee
121,Freedom Combo 8GB / 30 Hari + Bonus 500MB,34550,Paket Data,INDOSAT,shopee
127,Indosat 3GB 30 hari,34900,Paket Data,INDOSAT,shopee
128,Paket Extra 2GB,35900,Paket Data,INDOSAT,shopee
129,(closed) Freedom Combo 10 GB / 30 Hari,40960,Paket Data,INDOSAT,shopee
135,Freedom U 2GB+7.5GB Apps / 30 Hari,39200,Paket Data,INDOSAT,shopee
136,Freedom Apps FUN 10GB / 30 Hari,39230,Paket Data,INDOSAT,shopee
137,Freedom Kuota Harian 1GB/hari (Total 14GB) / 14 Hari + BONUS 500MB ,39300,Paket Data,INDOSAT,shopee
138,Freedom Internet 10GB / 30 Hari,39200,Paket Data,INDOSAT,shopee
145,Freedom Combo 10GB / 30 Hari,42000,Paket Data,INDOSAT,shopee
146,(closed) Freedom U 10GB / 30 Hari,51250,Paket Data,INDOSAT,shopee
152,Freedom Internet Longlife 8GB / 60 Hari,47250,Paket Data,INDOSAT,shopee
153,Freedom Combo 14GB / 30 Hari + Bonus 1GB,48850,Paket Data,INDOSAT,shopee
154,Freedom Internet 3GB / 30 Hari + Vidio FIFA World Cup,47750,Paket Data,INDOSAT,shopee
160,Freedom Internet 10GB / 30 Hari + BONUS 1GB ,48500,Paket Data,INDOSAT,shopee
161,Freedom Internet 12GB / 30 Hari + Bonus Kuota Zona Hingga 8GB,51500,Paket Data,INDOSAT,shopee
162,Indosat 4GB 30 hari,45400,Paket Data,INDOSAT,shopee
168,Paket Nelpon Obrol Sepuasnya ke Sesama + 250 menit ke Semua / 30 Hari,48850,Paket Data,INDOSAT,shopee
169,Freedom U 10GB / 30 Hari,52250,Paket Data,INDOSAT,shopee
170,Freedom U 3GB+15GB Apps / 30 Hari,58800,Paket Data,INDOSAT,shopee
176,Paket Extra 4GB,51900,Paket Data,INDOSAT,shopee
177,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,55800,Paket Data,INDOSAT,shopee
178,Freedom Combo 20 GB / 30 Hari,62420,Paket Data,INDOSAT,shopee
185,Freedom Combo M 12GB / 30 Hari,64000,Paket Data,INDOSAT,shopee
186,Freedom Internet 18GB / 30 Hari,64500,Paket Data,INDOSAT,shopee
187,Indosat 5GB 30 hari,59900,Paket Data,INDOSAT,shopee
194,Freedom U 5GB+15GB Apps / 30 Hari,62900,Paket Data,INDOSAT,shopee
195,Freedom Combo 20GB / 30 Hari,63400,Paket Data,INDOSAT,shopee
196,Freedom U 20GB / 30 Hari,72170,Paket Data,INDOSAT,shopee
203,Freedom Internet Longlife 12GB / 90 Hari,67000,Paket Data,INDOSAT,shopee
204,Freedom Combo 20GB / 30 Hari + Bonus 3GB,68500,Paket Data,INDOSAT,shopee
205,Paket Extra 6GB,69400,Paket Data,INDOSAT,shopee
210,Freedom U 7GB+20GB Apps / 30 Hari,78400,Paket Data,INDOSAT,shopee
211,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari + BONUS 3GB ,73300,Paket Data,INDOSAT,shopee
212,Freedom Internet 21GB / 30 Hari + BONUS 3GB ,74000,Paket Data,INDOSAT,shopee
213,Freedom U 20GB / 30 Hari,73150,Paket Data,INDOSAT,shopee
218,Freedom Combo 30 GB / 30 Hari,83870,Paket Data,INDOSAT,shopee
219,Freedom Kuota Harian 1GB/hari (Total 28GB) / 28 Hari,88300,Paket Data,INDOSAT,shopee
220,Freedom Internet 24GB / 30 Hari + Bonus Kuota Zona Hingga 16GB,82000,Paket Data,INDOSAT,shopee
221,Freedom Internet 28GB / 30 Hari,85800,Paket Data,INDOSAT,shopee
227,Freedom Combo 30GB / 30 Hari,84900,Paket Data,INDOSAT,shopee
228,Freedom U 35GB / 30 Hari,93650,Paket Data,INDOSAT,shopee
229,Freedom Internet Longlife 20GB / 60 Hari,89000,Paket Data,INDOSAT,shopee
235,Internet 12 GB 30 hari,89000,Paket Data,INDOSAT,shopee
236,Freedom Combo L 26GB / 30 Hari,94300,Paket Data,INDOSAT,shopee
237,Freedom U 10GB+25GB Apps / 30 Hari,97500,Paket Data,INDOSAT,shopee
243,Freedom U 35GB / 30 Hari,94600,Paket Data,INDOSAT,shopee
244,Freedom U 45GB / 30 Hari,105500,Paket Data,INDOSAT,shopee
245,Freedom Combo 30GB / 30 Hari + Bonus 5GB,98500,Paket Data,INDOSAT,shopee
251,Freedom Combo 40 GB / 30 Hari,105800,Paket Data,INDOSAT,shopee
252,Freedom Internet 32GB / 30 Hari + BONUS 5GB ,98500,Paket Data,INDOSAT,shopee
253,Freedom Internet 35GB / 30 Hari + Bonus Kuota Zona Hingga 25GB,102500,Paket Data,INDOSAT,shopee
259,Freedom Internet 44GB / 30 Hari,107300,Paket Data,INDOSAT,shopee
260,Freedom Internet 50GB / 30 Hari,121500,Paket Data,INDOSAT,shopee
261,"[EKSKLUSIF] Freedom 25GB, 30 hari",99000,Paket Data,INDOSAT,shopee
266,Freedom U 45GB / 30 Hari,106500,Paket Data,INDOSAT,shopee
267,Freedom U 15GB+25GB Apps / 30 Hari,123800,Paket Data,INDOSAT,shopee
268,Freedom Internet Hot Promo 100GB / 30 Hari,134100,Paket Data,INDOSAT,shopee
269,Freedom Internet Longlife 30GB / 90 Hari,123500,Paket Data,INDOSAT,shopee
276,Freedom Internet SENSASI 100GB / 30 Hari,125000,Paket Data,INDOSAT,shopee
277,Freedom XL 41GB / 30 Hari,148000,Paket Data,INDOSAT,shopee
283,Freedom Internet Longlife 36GB / 60 Hari,128500,Paket Data,INDOSAT,shopee
284,Freedom Combo 50GB / 30 Hari + Bonus 7GB,148000,Paket Data,INDOSAT,shopee
285,Freedom U Jumbo / 30 Hari,148800,Paket Data,INDOSAT,shopee
292,Freedom Combo 60 GB / 30 Hari,161000,Paket Data,INDOSAT,shopee
293,Freedom Internet 100GB / 30 Hari,147000,Paket Data,INDOSAT,shopee
298,Freedom XXL 65GB / 30 Hari,197400,Paket Data,INDOSAT,shopee
299,Freedom U Jumbo / 30 Hari,159750,Paket Data,INDOSAT,shopee
300,Freedom Internet Longlife 54GB / 90 Hari,178500,Paket Data,INDOSAT,shopee
301,Freedom Combo 50GB / 90 Hari,197500,Paket Data,INDOSAT,shopee
308,Freedom Internet 200GB / 30 Hari,200000,Paket Data,INDOSAT,shopee
309,Freedom Internet SENSASI 150GB / 30 Hari,214750,Paket Data,INDOSAT,shopee
315,Freedom U 3GB+15GB Apps / 6 Bulan ,248150,Paket Data,INDOSAT,shopee
316,Freedom Internet 100GB / 90 Hari,250000,Paket Data,INDOSAT,shopee
317,Freedom Internet SENSASI 200GB / 30 Hari,268750,Paket Data,INDOSAT,shopee
324,Freedom U 3GB+15GB Apps / 12 Bulan ,445100,Paket Data,INDOSAT,shopee
0,Internet Volume 4GB,10000,Paket Data,SMARTFREN,shopee
1,Internet Volume 6GB,19675,Paket Data,SMARTFREN,shopee
2,Unlimited 20.000,24950,Paket Data,SMARTFREN,shopee
3,Internet Volume 10GB,29650,Paket Data,SMARTFREN,shopee
4,Unlimited Nonstop 30RB,34750,Paket Data,SMARTFREN,shopee
5,Internet Volume 16GB,39600,Paket Data,SMARTFREN,shopee
6,Unlimited 40.000,44950,Paket Data,SMARTFREN,shopee
12,Vidio Platinum F1 All Screen 40K,39950,Paket Data,SMARTFREN,shopee
13,Kuota Nonstop 10GB,44500,Paket Data,SMARTFREN,shopee
14,Unlimited 60.000,64850,Paket Data,SMARTFREN,shopee
15,Unlimited Harian 500MB 28 Hari,48700,Paket Data,SMARTFREN,shopee
22,Vidio Diamond EPL Mobile 57K,56950,Paket Data,SMARTFREN,shopee
23,Internet Volume 30GB,58900,Paket Data,SMARTFREN,shopee
29,Kuota Nonstop 18GB,64000,Paket Data,SMARTFREN,shopee
30,Smartfren Super 4G Unlimited Bulanan,69400,Paket Data,SMARTFREN,shopee
31,Vidio FIFA World Cup QATAR 22 Mobile,66000,Paket Data,SMARTFREN,shopee
37,Smartfren Super 4G Unlimited Bulanan,69800,Paket Data,SMARTFREN,shopee
38,Smartfren Super 4G Unlimited Bulanan Auto,70000,Paket Data,SMARTFREN,shopee
39,Unlimited 80.000,78950,Paket Data,SMARTFREN,shopee
45,Plan Smartfren Kuota 2L,79800,Paket Data,SMARTFREN,shopee
46,UNS 45 K Vidio FIFA World Cup QATAR 22 Mobile,96500,Paket Data,SMARTFREN,shopee
47,Vidio FIFA World Cup QATAR 22 All screen,99950,Paket Data,SMARTFREN,shopee
53,Internet Volume 60GB,98100,Paket Data,SMARTFREN,shopee
54,Kuota Nonstop 30GB,98000,Paket Data,SMARTFREN,shopee
55,Unlimited 100.000,98500,Paket Data,SMARTFREN,shopee
61,Plan Smartfren Kuota 3L,113000,Paket Data,SMARTFREN,shopee
62,UNS 70 K Vidio FIFA World Cup QATAR 22 Mobile,119900,Paket Data,SMARTFREN,shopee
63,Plan Smartfren Kuota 4L,134000,Paket Data,SMARTFREN,shopee
69,UNS 100 K Vidio FIFA World Cup QATAR 22 Mobile,149900,Paket Data,SMARTFREN,shopee
70,Internet Volume 90GB,145000,Paket Data,SMARTFREN,shopee
71,Unlimited 150.000,148500,Paket Data,SMARTFREN,shopee
78,UNS 125 K Vidio FIFA World Cup QATAR 22 Mobile,179000,Paket Data,SMARTFREN,shopee
79,Internet Volume 120GB,193300,Paket Data,SMARTFREN,shopee
85,Unlimited 200.000,198000,Paket Data,SMARTFREN,shopee
86,Internet Volume 100GB,297900,Paket Data,SMARTFREN,shopee
87,Internet Volume 200GB,496264,Paket Data,SMARTFREN,shopee
88,Internet Volume 420GB,994531,Paket Data,SMARTFREN,shopee
0,Paket Internet OMG 100K (Zona),98100,Paket Data,Telkomsel,shopee
1,Paket Internet OMG 150K (Zona),147900,Paket Data,Telkomsel,shopee
2,Paket Internet OMG 200K (Zona),196000,Paket Data,Telkomsel,shopee
3,Paket Internet OMG 30K (Zona),29800,Paket Data,Telkomsel,shopee
4,Paket Internet OMG 50K (Zona),49800,Paket Data,Telkomsel,shopee
5,Paket Internet OMG 75K (Zona),73700,Paket Data,Telkomsel,shopee
6,Data 5.000,5900,Paket Data,Telkomsel,shopee
11,Data 50MB 7 hari,4900,Paket Data,Telkomsel,shopee
12,GamesMAX Ketengan Harian,5180,Paket Data,Telkomsel,shopee
13,Kuota Telpon 5 Rb (85 Menit Tsel + 15 Menit All 1Hari),6200,Paket Data,Telkomsel,shopee
14,Data 100MB 7 hari,7900,Paket Data,Telkomsel,shopee
20,Data 10.000,10500,Paket Data,Telkomsel,shopee
21,Data 250MB 7 hari,10000,Paket Data,Telkomsel,shopee
22,GamesMAX Ketengan Mingguan,10100,Paket Data,Telkomsel,shopee
28,Internet Harian 10K 1 Hari,10125,Paket Data,Telkomsel,shopee
29,Paket Telepon 200 Menit / 1 Hari (185 Tsel &amp; 15 All),11500,Paket Data,Telkomsel,shopee
30,Kuota Telpon 10 Rb (170 Menit Tsel + 50 Menit All 3Hari),13250,Paket Data,Telkomsel,shopee
36,Data 500MB 15 hari,14900,Paket Data,Telkomsel,shopee
38,GamesMAX Power Weekly FF,15100,Paket Data,Telkomsel,shopee
44,GamesMAX Power Weekly MLBB,15100,Paket Data,Telkomsel,shopee
45,Data 20.000,20000,Paket Data,Telkomsel,shopee
46,GamesMAX Ketengan Bulanan,19950,Paket Data,Telkomsel,shopee
52,Internet Harian 20K 1 Hari,20000,Paket Data,Telkomsel,shopee
53,MAXstream 4GB,20000,Paket Data,Telkomsel,shopee
54,Data 1GB 30 hari,22500,Paket Data,Telkomsel,shopee
61,Data 750MB 7 hari,19500,Paket Data,Telkomsel,shopee
62,"Data GameMAX 3GB, 25.000",24900,Paket Data,Telkomsel,shopee
68,GamesMAX Power Silver FF,24990,Paket Data,Telkomsel,shopee
