,SKU,price,note,category,brand
9,"XTRA Combo 15GB+15GB, Double Youtube 30hr",121500,Set harga,Paket Data,XL
4,"Akrab 65GB, 2 Anggota, 30hr, Rp125rb",122500,Set harga,Paket Data,XL
5,XL Pure 8GB 30 Hari,123500,Set harga,Paket Data,XL
6,"Akrab M, 2 Anggota, 30hr",125000,Set harga,Paket Data,XL
7,HotRod 24Jam 8GB,127895,Set harga,Paket Data,XL
8,XTRA Combo Lite 37GB + Bonus Kuota Area Hingga 53GB 30hr,127900,Set harga,Paket Data,XL
4,"XTRA Combo 15GB+30GB, Double Youtube, 30hr",129000,Set harga,Paket Data,XL
5,Xtra Combo Flex XXXL 60GB + Kuota Area Hingga 120GB + Bonus Flex 30hr,137200,Set harga,Paket Data,XL
6,"AnyNet 500Mnt, 30hr",137200,Set harga,Paket Data,XL
7,Xtra Combo Flex XXL 30GB + Kuota Area Hingga 30GB + Bonus Flex 30hr,137625,Set harga,Paket Data,XL
8,"XTRA Combo VIP 15GB+30GB, Double Youtube, 30hr",139000,Set harga,Paket Data,XL
4,"AnyNet 500Mnt, 90hr",144000,Set harga,Paket Data,XL
5,"Anynet 500 menit, 90 hari",146000,Set harga,Paket Data,XL
6,Nelp &amp; SMS Umroh &amp; Haji 10 Hari,149000,Set harga,Paket Data,XL
7,XL PASS 3 Days,150000,Set harga,Paket Data,XL
8,XL Roaming Combo 1 Day ,160000,Set harga,Paket Data,XL
9,Xtra Combo Flex XXXL 60GB + Kuota Area Hingga 120GB + Bonus Flex 30hr,163525,Set harga,Paket Data,XL
6,"XTRA Combo 20GB+20GB, Double Youtube 30hr",169900,Set harga,Paket Data,XL
7,Xtra Combo 40GB,170900,Set harga,Paket Data,XL
8,HotRod 24Jam 12GB,175895,Set harga,Paket Data,XL
9,"XTRA Combo 20GB+40GB, Double Youtube, 30hr",179000,Set harga,Paket Data,XL
10,Nelp &amp; SMS Umroh &amp; Haji 20 Hari,179000,Set harga,Paket Data,XL
5,Xtra Combo Flex Prime 48GB,185000,Set harga,Paket Data,XL
6,"XTRA Combo VIP 20GB+40GB, Double Youtube, 30hr",189000,Set harga,Paket Data,XL
7,Internet Umroh &amp; Haji 2GB+2GB,189000,Set harga,Paket Data,XL
8,Nelp &amp; SMS Umroh &amp; Haji 40 Hari,199000,Set harga,Paket Data,XL
9,Internet Umroh &amp; Haji 10 Hari,199000,Set harga,Paket Data,XL
5,"Akrab 147GB, 3 Anggota, 30hr, Rp205rb",199500,Set harga,Paket Data,XL
6,"Akrab L, 3 Anggota, 30hr",205000,Set harga,Paket Data,XL
7,HotRod 24Jam 16GB,215000,Set harga,Paket Data,XL
8,XL Roaming Combo 3 Days ,225000,Set harga,Paket Data,XL
9,"XTRA Combo 35GB+35GB, Double Youtube 30hr",230500,Set harga,Paket Data,XL
10,Xtra Combo 70GB,230500,Set harga,Paket Data,XL
7,"XTRA Combo 35GB+70GB, Double Youtube, 30hr",239000,Set harga,Paket Data,XL
8,Xtra Combo Flex Max 80GB + Kuota Area Hingga 105GB + Bonus Flex,245000,Set harga,Paket Data,XL
9,"XTRA Combo VIP 35GB+70GB, Double Youtube, 30hr",249000,Set harga,Paket Data,XL
5,Internet Umroh &amp; Haji 20 Hari,249000,Set harga,Paket Data,XL
6,XL PASS 7 Days,250000,Set harga,Paket Data,XL
7,Combo Umroh &amp; Haji 10 Hari,293500,Set harga,Paket Data,XL
8,Combo Umroh &amp; Haji 10 Hari,299000,Set harga,Paket Data,XL
9,"Akrab XL, 4 Anggota 30hr",319000,Set harga,Paket Data,XL
10,"Akrab XL, 4 Anggota, 30hr",320000,Set harga,Paket Data,XL
7,Internet Umroh &amp; Haji 40 Hari,379000,Set harga,Paket Data,XL
8,Combo Umroh &amp; Haji 20 Hari,399000,Set harga,Paket Data,XL
9,XL Roaming Combo 7 Days ,425000,Set harga,Paket Data,XL
10,Internet Umroh &amp; Haji 5GB+5GB,469000,Set harga,Paket Data,XL
11,"Akrab 460GB, 4 Anggota, 30hr, Rp515rb",497500,Set harga,Paket Data,XL
7,"Akrab XXL, 4 Anggota, 30hr",515000,Set harga,Paket Data,XL
8,Combo Umroh &amp; Haji 40 Hari,549000,Set harga,Paket Data,XL
9,XL Roaming Combo 30 Days,825000,Set harga,Paket Data,XL
10,XL PASS 30 Days,950000,Set harga,Paket Data,XL
11,Internet Umroh &amp; Haji 25GB+25GB,999000,Set harga,Paket Data,XL
0,Axis Data Boostr Video 500MB 1hr,1400,Set harga,Paket Data,Axis
1,Axis Data Paket Warnet 1GB 1 Jam,1500,Set harga,Paket Data,Axis
2,Axis Data Boostr Video 1GB 1hr,1850,Set harga,Paket Data,Axis
3,Axis Data Boostr Video 2GB 1hr,2700,Set harga,Paket Data,Axis
4,Xtra Sosial Media - Youtube 1GB All / 1.5GB BB SKS 30hr,3474,Set harga,Paket Data,Axis
5,Xtra Sosial Media - Youtube Mini 2GB All / 3GB Kuota Lokal 5hr,3474,Set harga,Paket Data,Axis
4,Axis Data Boostr Video 1GB 7hr,4300,Set harga,Paket Data,Axis
5,AIGO Mini 1GB + Lokal 1hr,4850,Set harga,Paket Data,Axis
6,Bronet Mini 1GB + Kuota Lokal 1hr,5850,Set harga,Paket Data,Axis
7,AIGO SS 0.5GB 3hr,6300,Set harga,Paket Data,Axis
8,Xtra Sosial Media - Youtube 2GB All / 3GB BB SKS 30hr,6435,Set harga,Paket Data,Axis
9,Xtra Sosial Media - Youtube Mini 4GB All / 6GB Kuota Lokal 5hr,6435,Set harga,Paket Data,Axis
6,Xtra Sosial Media - Sosmed Mini 4GB All / 6GB Kuota Lokal 5hr,6445,Set harga,Paket Data,Axis
7,Axis Data Boostr Video 2GB 7hr,7550,Set harga,Paket Data,Axis
8,AIGO SS 1.5GB 5hr,8400,Set harga,Paket Data,Axis
9,Axis Data Mini 1GB 5hr,8625,Set harga,Paket Data,Axis
10,Paket KANGEN 24Jam 30mnt 7hr,8750,Set harga,Paket Data,Axis
6,Axis Data Mini 1.5GB 3hr,9775,Set harga,Paket Data,Axis
7,"[Parti Day] Bronet 24jam 3GB Nat + 2GB Sosmed/Chat, 3hr",9800,Set harga,Paket Data,Axis
8,Axis Data Mini 2GB 3hr,9800,Set harga,Paket Data,Axis
9,Bronet Mini 1GB + Kuota Lokal 3hr,9925,Set harga,Paket Data,Axis
10,AIGO Bronet Mini 300MB 7hr,9990,Set harga,Paket Data,Axis
5,AIGO Bronet Mini 1GB 5hr,10090,Set harga,Paket Data,Axis
6,AIGO Bronet Mini 1.5GB 5hr,10300,Set harga,Paket Data,Axis
7,Axis Data Boostr Video 3GB 7hr,10400,Set harga,Paket Data,Axis
8,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,10875,Set harga,Paket Data,Axis
9,Bronet Mini Mini 1GB 5hr,10900,Set harga,Paket Data,Axis
10,Promo Bronet 24Jam 3GB Nat + 2GB Sosmed/Chat 3hr,11275,Set harga,Paket Data,Axis
6,Bronet Mini 2GB + Kuota Lokal 3hr,11925,Set harga,Paket Data,Axis
7,BRONET Mini 1GB 7 hari,12450,Set harga,Paket Data,Axis
8,AIGO SS 2GB 5hr,12900,Set harga,Paket Data,Axis
9,AIGO SS 5GB 3hr,13100,Set harga,Paket Data,Axis
10,Bronet 24Jam 2GB + Kuota Lokal 30hr,14900,Set harga,Paket Data,Axis
11,BRONET Mini 1.5GB 7 hari,14950,Set harga,Paket Data,Axis
8,Bronet Mini 24Jam 1GB 30hr,16000,Set harga,Paket Data,Axis
9,Axis Data Mini 3GB 5hr,16750,Set harga,Paket Data,Axis
10,AIGO SS 4GB 5hr,16800,Set harga,Paket Data,Axis
11,BRONET Mini 2GB 7hr,17355,Set harga,Paket Data,Axis
6,AIGO Bronet 24Jam 3GB + Lokal 30hr,18325,Set harga,Paket Data,Axis
7,Bronet Mini Mini 2GB 7hr,19500,Set harga,Paket Data,Axis
8,AIGO Bronet Mini 2.5GB 7hr,19500,Set harga,Paket Data,Axis
9,BRONET Mini 3GB 7 hari,20250,Set harga,Paket Data,Axis
10,AIGO SS 7GB 5hr,21300,Set harga,Paket Data,Axis
11,BRONET Mini 5GB 7 hari,22600,Set harga,Paket Data,Axis
12,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,23050,Set harga,Paket Data,Axis
7,Axis Data Mini 5GB 5hr,24500,Set harga,Paket Data,Axis
8,Bronet Mini Mini 3GB 15hr,24900,Set harga,Paket Data,Axis
9,AIGO Bronet 24Jam 2GB 30hr,25900,Set harga,Paket Data,Axis
10,Paket KANGEN 24Jam 100mnt 30hr,26400,Set harga,Paket Data,Axis
11,Bronet Mini 24Jam 3GB 30hr,26925,Set harga,Paket Data,Axis
6,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,27625,Set harga,Paket Data,Axis
7,AIGO Bronet 24Jam 6GB + Lokal 30hr,28000,Set harga,Paket Data,Axis
8,BRONET Mini 8GB 7 hari,29450,Set harga,Paket Data,Axis
9,Promo Bronet 24Jam 6GB Nat + 4GB Sosmed/Chat 10hr,29600,Set harga,Paket Data,Axis
10,AIGO Bronet 24Jam 2GB 60hr,31900,Set harga,Paket Data,Axis
11,AIGO Bronet Mini 5GB 15hr,34900,Set harga,Paket Data,Axis
7,"AXIS+ Bronet 24Jam 1GB 30hr, 6bln",36500,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 8GB + Lokal 30hr,38350,Set harga,Paket Data,Axis
9,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,42850,Set harga,Paket Data,Axis
10,AIGO Bronet 24Jam 14GB + Lokal 30hr,57925,Set harga,Paket Data,Axis
5,Bronet Mini 24Jam 10GB 30hr,60500,Set harga,Paket Data,Axis
6,BRONET 24Jam 8GB 60d + Sosmed 2GB 30d,67500,Set harga,Paket Data,Axis
7,BRONET 24Jam 8GB + Games 2GB 60hr,69500,Set harga,Paket Data,Axis
8,"AXIS+ Bronet 24Jam 2GB 30hr, 6bln",71000,Set harga,Paket Data,Axis
9,AIGO Bronet 24Jam 20GB + Lokal 30hr,72650,Set harga,Paket Data,Axis
5,Bronet Mini 30GB + Kuota Lokal 15hr,74425,Set harga,Paket Data,Axis
6,"AXIS+ Bronet 24Jam 1GB 30hr, 12bln",77000,Set harga,Paket Data,Axis
7,BRONET 24Jam 10GB 60d + Sosmed 2GB 30d,79500,Set harga,Paket Data,Axis
8,BRONET 24Jam 10GB + Games 2GB 60hr,79700,Set harga,Paket Data,Axis
9,"[Parti Day] Bronet 24jam 30GB Nat + 15GB Sosmed/Chat, 30hr",80000,Set harga,Paket Data,Axis
5,Bronet Mini 24Jam 16GB 30hr,82200,Set harga,Paket Data,Axis
6,AIGO Bronet 24Jam 22GB 30hr,84850,Set harga,Paket Data,Axis
7,AXIS PASS 1 Hari,85000,Set harga,Paket Data,Axis
8,AXIS PASS 1hr,85000,Set harga,Paket Data,Axis
9,"AXIS+ Bronet 24Jam 3GB 30hr, 6bln",87000,Set harga,Paket Data,Axis
10,Promo Bronet 24Jam 30GB Nat + 15GB Sosmed/Chat 30hr,88225,Set harga,Paket Data,Axis
6,BRONET 24Jam 12GB 60d + Sosmed 2GB 30d,89000,Set harga,Paket Data,Axis
7,BRONET 24Jam 12GB + Games 2GB 60hr,90000,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 35GB + Lokal 60hr,109250,Set harga,Paket Data,Axis
9,BRONET 24Jam 16GB 60hr,119900,Set harga,Paket Data,Axis
10,Nelp &amp; SMS Mabrur 10 Hari,149000,Set harga,Paket Data,Axis
6,AXIS PASS 3 Hari,150000,Set harga,Paket Data,Axis
7,AXIS PASS 3hr,150000,Set harga,Paket Data,Axis
8,AIGO Bronet 24Jam 75GB + Lokal 60hr,173800,Set harga,Paket Data,Axis
9,Nelp &amp; SMS Mabrur 20 Hari,179000,Set harga,Paket Data,Axis
10,Internet Mabrur 10 Hari,199000,Set harga,Paket Data,Axis
11,Nelp &amp; SMS Mabrur 40 Hari,199000,Set harga,Paket Data,Axis
7,Internet Mabrur 20 Hari,249000,Set harga,Paket Data,Axis
8,AXIS Mabrur Plus 5GB 10hr,249600,Set harga,Paket Data,Axis
9,AXIS PASS 7 Hari,250000,Set harga,Paket Data,Axis
10,AXIS PASS 7hr,250000,Set harga,Paket Data,Axis
11,Combo Mabrur 10 Hari,299000,Set harga,Paket Data,Axis
12,AXIS Mabrur Plus 10GB 15hr,374400,Set harga,Paket Data,Axis
7,Internet Mabrur 40 Hari,379000,Set harga,Paket Data,Axis
8,Combo Mabrur &amp; Haji 20 Hari,399000,Set harga,Paket Data,Axis
9,AXIS Mabrur Plus 10GB 20hr,474240,Set harga,Paket Data,Axis
10,Combo Mabrur 40 Hari,549000,Set harga,Paket Data,Axis
0,ROAM KUOTA 2.5GB ASIA AUSTRALIA 7 HARI,164000,Set harga,Paket Data,Indosat
1,Travel On 80GB 30hr,187800,Set harga,Paket Data,Indosat
2,Freedom Internet 100GB 30hr,197900,Set harga,Paket Data,Indosat
3,Umroh Haji Internet 10 Hari,245000,Set harga,Paket Data,Indosat
4,Freedom Internet 100GB 90hr,248000,Set harga,Paket Data,Indosat
5,Umroh Haji Internet 15 Hari,325000,Set harga,Paket Data,Indosat
6,Umroh Haji Internet 20 Hari,350000,Set harga,Paket Data,Indosat
7,Umroh Haji Complete 15 Hari,434500,Set harga,Paket Data,Indosat
8,Umroh Haji Internet 30 Hari,492500,Set harga,Paket Data,Indosat
9,Umroh Haji Internet 45 Hari,642500,Set harga,Paket Data,Indosat
0,Happy 52GB 30 hari + Nelpon ke Tri &amp; IM3,117500,Set harga,Paket Data,Tri
1,Happy 55GB + 17GB Lokal + Ekstra Nelp ke &amp; IM3 30hr,123550,Set harga,Paket Data,Tri
2,Happy 75GB 30 hari + Nelpon ke Tri &amp; IM3,147500,Set harga,Paket Data,Tri
3,Trip Ibadah 2GB 15Hr,194400,Set harga,Paket Data,Tri
4,Happy 100GB 30 hari + Kuota Lokal 30GB + Nelpon ke Tri &amp; IM3,199000,Set harga,Paket Data,Tri
5,Happy 130GB 30 hari + Kuota Lokal 40GB + Nelpon ke Tri &amp; IM3,254500,Set harga,Paket Data,Tri
6,Trip Ibadah 3GB 45Hr,334400,Set harga,Paket Data,Tri
7,Trip Amerika Eropa 10GB 14Hr,463000,Set harga,Paket Data,Tri
0,Asia Pacific 1GB 30hr,91700,Set harga,Paket Data,Smartfren
1,UNLIMITED HARIAN 2 GB 28 HARI,92100,Set harga,Paket Data,Smartfren
2,Kuota Nonstop 30GB,99700,Set harga,Paket Data,Smartfren
3,KUOTA 60 GB,107500,Set harga,Paket Data,Smartfren
4,UNLIMITED NONSTOP 45 GB,108070,Set harga,Paket Data,Smartfren
5,UNLIMITED HARIAN 3 GB 28 HARI,109000,Set harga,Paket Data,Smartfren
6,Kuota EVO Modem 20GB + 40GB Malam 30hr,109500,Set harga,Paket Data,Smartfren
7,Plan Smartfren Kuota 3L,123500,Set harga,Paket Data,Smartfren
8,UNLIMITED NONSTOP 60 GB,135110,Set harga,Paket Data,Smartfren
9,Plan Smartfren Kuota 4L,147500,Set harga,Paket Data,Smartfren
10,KUOTA 90 GB,162100,Set harga,Paket Data,Smartfren
11,Kuota EVO Modem 30GB + 60GB Malam 30hr,163500,Set harga,Paket Data,Smartfren
6,UNLIMITED HARIAN 1.75 GB 28 HARI,163500,Set harga,Paket Data,Smartfren
7,Internet Volume 120 GB,195000,Set harga,Paket Data,Smartfren
8,KUOTA 120 GB,216150,Set harga,Paket Data,Smartfren
9,UNLIMITED HARIAN 2 GB 28 HARI,217900,Set harga,Paket Data,Smartfren
10,Kuota EVO Modem 40GB + 80GB Malam 30hr,218000,Set harga,Paket Data,Smartfren
7,Asia Pacific 3GB 30hr,254900,Set harga,Paket Data,Smartfren
8,Kuota 100GB 30hr,306000,Set harga,Paket Data,Smartfren
9,Asia Pacific 5GB 30hr,408300,Set harga,Paket Data,Smartfren
10,Kuota 200GB 30hr,509300,Set harga,Paket Data,Smartfren
11,Kuota 420GB 30hr,1018600,Set harga,Paket Data,Smartfren
0,8.500,10000,Set harga,Top Up Digital,OVO
1,18.500,20000,Set harga,Top Up Digital,OVO
2,23.500,25000,Set harga,Top Up Digital,OVO
3,28.500,30000,Set harga,Top Up Digital,OVO
4,38.500,40000,Set harga,Top Up Digital,OVO
5,43.500,45000,Set harga,Top Up Digital,OVO
6,48.500,50000,Set harga,Top Up Digital,OVO
7,53.500,55000,Set harga,Top Up Digital,OVO
8,58.500,60000,Set harga,Top Up Digital,OVO
9,68.500,70000,Set harga,Top Up Digital,OVO
10,73.500,75000,Set harga,Top Up Digital,OVO
11,78.500,80000,Set harga,Top Up Digital,OVO
7,88.500,90000,Set harga,Top Up Digital,OVO
8,93.500,95000,Set harga,Top Up Digital,OVO
9,98.500,100000,Set harga,Top Up Digital,OVO
10,123.500,125000,Set harga,Top Up Digital,OVO
11,148.500,150000,Set harga,Top Up Digital,OVO
12,173.500,175000,Set harga,Top Up Digital,OVO
13,198.500,200000,Set harga,Top Up Digital,OVO
14,248.500,250000,Set harga,Top Up Digital,OVO
15,298.500,300000,Set harga,Top Up Digital,OVO
7,348.500,350000,Set harga,Top Up Digital,OVO
8,398.500,400000,Set harga,Top Up Digital,OVO
9,448.500,450000,Set harga,Top Up Digital,OVO
10,498.500,500000,Set harga,Top Up Digital,OVO
11,598.500,600000,Set harga,Top Up Digital,OVO
12,698.500,700000,Set harga,Top Up Digital,OVO
13,748.500,750000,Set harga,Top Up Digital,OVO
14,798.500,800000,Set harga,Top Up Digital,OVO
15,898.500,900000,Set harga,Top Up Digital,OVO
9,998.500,1000000,Set harga,Top Up Digital,OVO
0,350.000,351500,Set harga,Top Up Digital,GoPay Customer
1,400.000,401500,Set harga,Top Up Digital,GoPay Customer
2,450.000,451500,Set harga,Top Up Digital,GoPay Customer
3,500.000,501500,Set harga,Top Up Digital,GoPay Customer
4,600.000,601500,Set harga,Top Up Digital,GoPay Customer
5,700.000,701500,Set harga,Top Up Digital,GoPay Customer
6,750.000,751500,Set harga,Top Up Digital,GoPay Customer
7,800.000,801500,Set harga,Top Up Digital,GoPay Customer
8,900.000,901500,Set harga,Top Up Digital,GoPay Customer
9,1.000.000,1001500,Set harga,Top Up Digital,GoPay Customer
0,200.000,201000,Set harga,Top Up Digital,GoPay Driver
1,250.000,251000,Set harga,Top Up Digital,GoPay Driver
2,300.000,301000,Set harga,Top Up Digital,GoPay Driver
3,400.000,400800,Set harga,Top Up Digital,GoPay Driver
4,500.000,501000,Set harga,Top Up Digital,GoPay Driver
5,600.000,600800,Set harga,Top Up Digital,GoPay Driver
6,700.000,700800,Set harga,Top Up Digital,GoPay Driver
7,800.000,800800,Set harga,Top Up Digital,GoPay Driver
8,900.000,900800,Set harga,Top Up Digital,GoPay Driver
0,249.000,250700,Set harga,Top Up Digital,LinkAja
1,299.000,300700,Set harga,Top Up Digital,LinkAja
2,399.000,400800,Set harga,Top Up Digital,LinkAja
3,499.000,500900,Set harga,Top Up Digital,LinkAja
4,599.000,600900,Set harga,Top Up Digital,LinkAja
5,699.000,700900,Set harga,Top Up Digital,LinkAja
6,799.000,800900,Set harga,Top Up Digital,LinkAja
7,899.000,900900,Set harga,Top Up Digital,LinkAja
8,999.000,1001000,Set harga,Top Up Digital,LinkAja
9,2.000.000,2001100,Set harga,Top Up Digital,LinkAja
10,3.000.000,3001100,Set harga,Top Up Digital,LinkAja
0,65.000,66000,Set harga,Top Up Digital,DANA
1,70.000,71000,Set harga,Top Up Digital,DANA
2,75.000,76000,Set harga,Top Up Digital,DANA
3,80.000,81000,Set harga,Top Up Digital,DANA
4,85.000,86000,Set harga,Top Up Digital,DANA
5,90.000,91000,Set harga,Top Up Digital,DANA
6,95.000,96000,Set harga,Top Up Digital,DANA
7,100.000,101000,Set harga,Top Up Digital,DANA
8,150.000,151000,Set harga,Top Up Digital,DANA
9,200.000,201000,Set harga,Top Up Digital,DANA
10,250.000,251000,Set harga,Top Up Digital,DANA
11,300.000,301000,Set harga,Top Up Digital,DANA
12,350.000,351000,Set harga,Top Up Digital,DANA
13,400.000,401000,Set harga,Top Up Digital,DANA
14,500.000,501000,Set harga,Top Up Digital,DANA
15,600.000,601000,Set harga,Top Up Digital,DANA
9,700.000,701000,Set harga,Top Up Digital,DANA
10,800.000,801000,Set harga,Top Up Digital,DANA
11,900.000,901000,Set harga,Top Up Digital,DANA
12,1.000.000,1001000,Set harga,Top Up Digital,DANA
0,90.000,91400,Set harga,Top Up Digital,Shopee Pay
1,95.000,96400,Set harga,Top Up Digital,Shopee Pay
2,100.000,101400,Set harga,Top Up Digital,Shopee Pay
3,150.000,151400,Set harga,Top Up Digital,Shopee Pay
4,200.000,201400,Set harga,Top Up Digital,Shopee Pay
5,250.000,251400,Set harga,Top Up Digital,Shopee Pay
6,300.000,301400,Set harga,Top Up Digital,Shopee Pay
7,400.000,401400,Set harga,Top Up Digital,Shopee Pay
8,500.000,501400,Set harga,Top Up Digital,Shopee Pay
9,600.000,601400,Set harga,Top Up Digital,Shopee Pay
10,700.000,701400,Set harga,Top Up Digital,Shopee Pay
11,800.000,801400,Set harga,Top Up Digital,Shopee Pay
12,900.000,901400,Set harga,Top Up Digital,Shopee Pay
13,1.000.000,1001400,Set harga,Top Up Digital,Shopee Pay
0,50.000,51000,Set harga,Top Up Digital,Grab Driver
1,100.000,101500,Set harga,Top Up Digital,Grab Driver
2,150.000,151500,Set harga,Top Up Digital,Grab Driver
3,200.000,202000,Set harga,Top Up Digital,Grab Driver
4,250.000,252000,Set harga,Top Up Digital,Grab Driver
0,20.000,20090,Set harga,Token Listrik,PLN
1,50.000,50090,Set harga,Token Listrik,PLN
2,100.000,100090,Set harga,Token Listrik,PLN
3,200.000,200090,Set harga,Token Listrik,PLN
4,500.000,500090,Set harga,Token Listrik,PLN
5,1.000.000,1000090,Set harga,Token Listrik,PLN
