,SKU,base_price,disc_price,brand,category,note,platform
14,Flash 1GB,Rp22.300,Rp19.000,telkomsel,Paket Data,,tokopedia
8,Flash 2GB,Rp45.000,Rp31.000,telkomsel,Paket Data,,tokopedia
10,Flash 3GB,Rp45.950,Rp44.800,telkomsel,Paket Data,,tokopedia
12,Flash 4GB,Rp60.950,Rp58.100,telkomsel,Paket Data,,tokopedia
14,Flash 5GB,Rp75.950,Rp72.350,telkomsel,Paket Data,,tokopedia
16,Internet Bulanan OMG 75rb,Rp74.750,Rp74.000,telkomsel,Paket Data,,tokopedia
0,Freedom Internet 9GB / 30 Hari + Bonus Kuota Zona Hingga 2GB,Rp46.700,Rp46.500,im3,Paket Data,,tokopedia
2,Freedom Internet 25GB / 30 Hari + Bonus Kuota Zona Hingga 7GB,Rp98.000,Rp88.000,im3,Paket Data,,tokopedia
4,Freedom Internet 42GB / 30 Hari + Bonus Kuota Zona Hingga 12GB,Rp121.500,Rp106.500,im3,Paket Data,,tokopedia
6,Freedom Internet 50GB / 30 Hari,Rp137.000,Rp119.800,im3,Paket Data,,tokopedia
6,Freedom Internet 70GB / 30 Hari,Rp173.000,Rp139.500,im3,Paket Data,,tokopedia
8,Freedom Internet 150GB/30hr,Rp300.000,Rp149.500,im3,Paket Data,,tokopedia
10,Freedom Internet 3GB / 30 Hari + Bonus Kuota Zona Hingga 1GB,Rp22.100,Rp21.740,im3,Paket Data,,tokopedia
12,Freedom Internet 2.5GB/5Hari,Rp13.830,Rp13.700,im3,Paket Data,,tokopedia
14,Freedom Internet 5GB/5 Hari,Rp18.750,Rp18.650,im3,Paket Data,,tokopedia
0,Freedom Internet 150GB/30hr,Rp300.000,Rp149.500,im3,Paket Data,,tokopedia
8,Freedom Internet 7GB / 30 Hari,Rp36.900,Rp36.600,im3,Paket Data,,tokopedia
10,Paket Nelpon Obrol Sepuasnya ke Sesama + 60 menit ke Semua / 30 Hari,Rp25.000,Rp24.700,im3,Paket Data,,tokopedia
12,Data Kuota 1GB / 30 hari,Rp11.500,Rp9.250,im3,Paket Data,,tokopedia
14,Data Kuota 2GB / 30 hari,Rp22.500,Rp18.000,im3,Paket Data,,tokopedia
8,Data Kuota 3GB / 30 hari,Rp34.900,Rp27.000,im3,Paket Data,,tokopedia
5,Freedom Combo 20GB / 30 Hari,Rp75.110,Rp75.090,im3,Paket Data,,tokopedia
0,XTRA ON 1GB,Rp13.040,Rp12.590,xl,Paket Data,,tokopedia
2,XTRA ON 2GB,Rp22.050,Rp21.300,xl,Paket Data,,tokopedia
4,Xtra Combo Flex S+ 3GB + Kuota Area Hingga 7GB + Bonus Flex,Rp33.400,Rp32.350,xl,Paket Data,,tokopedia
6,Xtra Combo Flex M+,Rp47.500,Rp46.000,xl,Paket Data,,tokopedia
8,Xtra Combo Flex L 9GB + Kuota Area Hingga 18GB + Bonus Flex,Rp66.200,Rp64.100,xl,Paket Data,,tokopedia
10,"Xtra Hotrod Special S, 7hr",Rp15.675,Rp15.180,xl,Paket Data,,tokopedia
12,"Xtra Hotrod Special M, 7hr",Rp18.950,Rp18.350,xl,Paket Data,,tokopedia
14,"Xtra Hotrod Special L, 7hr",Rp25.175,Rp24.380,xl,Paket Data,,tokopedia
0,Xtra Combo Flex L 9GB + Kuota Area Hingga 18GB + Bonus Flex,Rp66.200,Rp64.100,xl,Paket Data,,tokopedia
8,"Xtra Hotrod Special XL, 7hr",Rp32.300,Rp31.280,xl,Paket Data,,tokopedia
0,AIGO Mini Bronet 24Jam 1.5GB + Lokal 5hr,Rp12.490,Rp12.100,axis,Paket Data,,tokopedia
2,AIGO Mini Bronet 24Jam 3.5GB + Lokal 7hr,Rp23.250,Rp22.500,axis,Paket Data,,tokopedia
4,AIGO Mini Bronet 24Jam 4GB + Lokal 15hr,Rp28.530,Rp27.600,axis,Paket Data,,tokopedia
6,AIGO Mini Bronet 24Jam 8GB + Lokal 15hr,Rp44.300,Rp42.950,axis,Paket Data,,tokopedia
8,AIGO Bronet 24Jam 3GB + Lokal 30hr,Rp18.700,Rp18.100,axis,Paket Data,,tokopedia
10,AIGO Bronet 24Jam 6GB + Lokal 30hr,Rp28.950,Rp27.990,axis,Paket Data,,tokopedia
0,AON 14GB + Kuota Lokal 4GB + Nelpon ke Tri &amp; IM3,Rp66.250,Rp65.800,3,Paket Data,,tokopedia
8,Kuota Tri 24 Jam 1.5GB / 14 hari,Rp9.950,Rp8.650,3,Paket Data,,tokopedia
6,Kuota Tri 24 Jam 2.5GB / 14 hari,Rp15.500,Rp14.350,3,Paket Data,,tokopedia
8,Kuota Tri 24 Jam 2GB / 30 hari,Rp13.600,Rp11.500,3,Paket Data,,tokopedia
10,Kuota Tri 24 Jam 10GB / 30 hari,Rp58.000,Rp55.750,3,Paket Data,,tokopedia
12,Kuota Tri 24 Jam 1GB / 30 hari,Rp7.000,Rp5.750,3,Paket Data,,tokopedia
10,Kuota Tri 24 Jam 4GB / 14 hari,Rp24.700,Rp22.900,3,Paket Data,,tokopedia
12,Kuota Tri 24 Jam 500MB / 30 hari,Rp4.000,Rp2.850,3,Paket Data,,tokopedia
14,Kuota Tri 24 Jam 5GB / 30 hari,Rp39.900,Rp28.700,3,Paket Data,,tokopedia
0,Rp 20.000,Rp20.500,,PLN,PLN,,tokopedia
2,Rp 50.000,Rp50.500,,PLN,PLN,,tokopedia
4,Rp 100.000,Rp100.500,,PLN,PLN,,tokopedia
6,Rp 200.000,Rp200.500,,PLN,PLN,,tokopedia
8,Rp 500.000,Rp500.500,,PLN,PLN,,tokopedia
10,Rp 1.000.000,Rp1.000.500,,PLN,PLN,,tokopedia
2,10.000,Rp11.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
8,75.000,Rp76.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
9,80.000,Rp81.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,90.000,Rp91.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,100.000,Rp101.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,125.000,Rp126.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
13,150.000,Rp151.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
10,200.000,Rp201.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
11,250.000,Rp251.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
12,300.000,Rp301.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
13,400.000,Rp401.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
14,500.000,Rp501.000,,GoPay Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp11.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
3,15.000,Rp16.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
4,20.000,Rp21.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
5,25.000,Rp26.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
6,30.000,Rp31.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
7,35.000,Rp36.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,40.000,Rp41.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,45.000,Rp46.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,50.000,Rp51.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,60.000,Rp61.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,70.000,Rp71.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
8,75.000,Rp76.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,80.000,Rp81.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,90.000,Rp91.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,100.000,Rp101.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,125.000,Rp126.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,150.000,Rp151.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
10,200.000,Rp201.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,250.000,Rp251.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
12,300.000,Rp301.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
13,400.000,Rp401.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
14,500.000,Rp501.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,55.000,Rp56.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,65.000,Rp66.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
9,85.000,Rp86.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
11,95.000,Rp96.000,,Saldo Driver Gojek,E-Wallet,,tokopedia
2,10.000,Rp11.000,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp16.000,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp21.000,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp26.000,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp31.000,,LinkAja,E-Wallet,,tokopedia
7,35.000,Rp36.000,,LinkAja,E-Wallet,,tokopedia
8,40.000,Rp41.000,,LinkAja,E-Wallet,,tokopedia
9,45.000,Rp46.000,,LinkAja,E-Wallet,,tokopedia
10,50.000,Rp51.000,,LinkAja,E-Wallet,,tokopedia
11,60.000,Rp61.000,,LinkAja,E-Wallet,,tokopedia
12,70.000,Rp71.000,,LinkAja,E-Wallet,,tokopedia
8,75.000,Rp76.000,,LinkAja,E-Wallet,,tokopedia
9,80.000,Rp81.000,,LinkAja,E-Wallet,,tokopedia
10,90.000,Rp91.000,,LinkAja,E-Wallet,,tokopedia
11,100.000,Rp101.000,,LinkAja,E-Wallet,,tokopedia
12,125.000,Rp126.000,,LinkAja,E-Wallet,,tokopedia
13,150.000,Rp151.000,,LinkAja,E-Wallet,,tokopedia
10,200.000,Rp201.000,,LinkAja,E-Wallet,,tokopedia
11,250.000,Rp251.000,,LinkAja,E-Wallet,,tokopedia
12,300.000,Rp301.000,,LinkAja,E-Wallet,,tokopedia
13,400.000,Rp401.000,,LinkAja,E-Wallet,,tokopedia
14,500.000,Rp501.000,,LinkAja,E-Wallet,,tokopedia
11,55.000,Rp56.000,,LinkAja,E-Wallet,,tokopedia
11,65.000,Rp66.000,,LinkAja,E-Wallet,,tokopedia
9,85.000,Rp86.000,,LinkAja,E-Wallet,,tokopedia
11,95.000,Rp96.000,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp10.500,,LinkAja,E-Wallet,,tokopedia
3,15.000,Rp15.500,,LinkAja,E-Wallet,,tokopedia
4,20.000,Rp20.500,,LinkAja,E-Wallet,,tokopedia
5,25.000,Rp25.500,,LinkAja,E-Wallet,,tokopedia
6,30.000,Rp30.500,,LinkAja,E-Wallet,,tokopedia
7,40.000,Rp40.500,,LinkAja,E-Wallet,,tokopedia
8,50.000,Rp50.500,,LinkAja,E-Wallet,,tokopedia
9,60.000,Rp60.500,,LinkAja,E-Wallet,,tokopedia
10,70.000,Rp70.500,,LinkAja,E-Wallet,,tokopedia
11,75.000,Rp75.500,,LinkAja,E-Wallet,,tokopedia
12,100.000,Rp100.500,,LinkAja,E-Wallet,,tokopedia
9,150.000,Rp150.500,,LinkAja,E-Wallet,,tokopedia
10,200.000,Rp200.700,,LinkAja,E-Wallet,,tokopedia
11,250.000,Rp250.700,,LinkAja,E-Wallet,,tokopedia
12,300.000,Rp300.700,,LinkAja,E-Wallet,,tokopedia
13,400.000,Rp400.800,,LinkAja,E-Wallet,,tokopedia
10,500.000,Rp500.900,,LinkAja,E-Wallet,,tokopedia
11,600.000,Rp600.900,,LinkAja,E-Wallet,,tokopedia
12,700.000,Rp700.900,,LinkAja,E-Wallet,,tokopedia
13,800.000,Rp800.900,,LinkAja,E-Wallet,,tokopedia
14,900.000,Rp900.900,,LinkAja,E-Wallet,,tokopedia
2,10.000,Rp11.000,,DANA Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,DANA Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,DANA Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,DANA Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,DANA Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,DANA Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,DANA Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,DANA Dompet Digital,E-Wallet,,tokopedia
8,75.000,Rp76.000,,DANA Dompet Digital,E-Wallet,,tokopedia
9,80.000,Rp81.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,90.000,Rp91.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,100.000,Rp101.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,125.000,Rp126.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,150.000,Rp151.000,,DANA Dompet Digital,E-Wallet,,tokopedia
10,200.000,Rp201.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,250.000,Rp251.000,,DANA Dompet Digital,E-Wallet,,tokopedia
12,300.000,Rp301.000,,DANA Dompet Digital,E-Wallet,,tokopedia
13,400.000,Rp401.000,,DANA Dompet Digital,E-Wallet,,tokopedia
14,500.000,Rp501.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,55.000,Rp56.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,65.000,Rp66.000,,DANA Dompet Digital,E-Wallet,,tokopedia
9,85.000,Rp86.000,,DANA Dompet Digital,E-Wallet,,tokopedia
11,95.000,Rp96.000,,DANA Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp10.500,,DANA Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp15.500,,DANA Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp20.500,,DANA Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp25.500,,DANA Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp30.500,,DANA Dompet Digital,E-Wallet,,tokopedia
7,40.000,Rp40.500,,DANA Dompet Digital,E-Wallet,,tokopedia
8,50.000,Rp50.500,,DANA Dompet Digital,E-Wallet,,tokopedia
9,60.000,Rp60.500,,DANA Dompet Digital,E-Wallet,,tokopedia
10,70.000,Rp70.500,,DANA Dompet Digital,E-Wallet,,tokopedia
11,75.000,Rp75.500,,DANA Dompet Digital,E-Wallet,,tokopedia
12,100.000,Rp100.500,,DANA Dompet Digital,E-Wallet,,tokopedia
9,150.000,Rp150.500,,DANA Dompet Digital,E-Wallet,,tokopedia
10,200.000,Rp200.700,,DANA Dompet Digital,E-Wallet,,tokopedia
11,250.000,Rp250.700,,DANA Dompet Digital,E-Wallet,,tokopedia
12,300.000,Rp300.700,,DANA Dompet Digital,E-Wallet,,tokopedia
13,400.000,Rp400.800,,DANA Dompet Digital,E-Wallet,,tokopedia
10,500.000,Rp500.900,,DANA Dompet Digital,E-Wallet,,tokopedia
11,600.000,Rp600.900,,DANA Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp700.900,,DANA Dompet Digital,E-Wallet,,tokopedia
13,800.000,Rp800.900,,DANA Dompet Digital,E-Wallet,,tokopedia
14,900.000,Rp900.900,,DANA Dompet Digital,E-Wallet,,tokopedia
2,5.000,Rp5.500,,DANA Dompet Digital,E-Wallet,,tokopedia
7,200.000,Rp200.500,,DANA Dompet Digital,E-Wallet,,tokopedia
8,300.000,Rp300.500,,DANA Dompet Digital,E-Wallet,,tokopedia
9,400.000,Rp400.500,,DANA Dompet Digital,E-Wallet,,tokopedia
10,500.000,Rp500.500,,DANA Dompet Digital,E-Wallet,,tokopedia
11,600.000,Rp600.500,,DANA Dompet Digital,E-Wallet,,tokopedia
12,700.000,Rp700.500,,DANA Dompet Digital,E-Wallet,,tokopedia
12,800.000,Rp800.500,,DANA Dompet Digital,E-Wallet,,tokopedia
13,900.000,Rp900.500,,DANA Dompet Digital,E-Wallet,,tokopedia
14,1.000.000,Rp1.000.500,,DANA Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp11.000,,OVO Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp16.000,,OVO Dompet Digital,E-Wallet,,tokopedia
4,20.000,Rp21.000,,OVO Dompet Digital,E-Wallet,,tokopedia
5,25.000,Rp26.000,,OVO Dompet Digital,E-Wallet,,tokopedia
6,30.000,Rp31.000,,OVO Dompet Digital,E-Wallet,,tokopedia
7,35.000,Rp36.000,,OVO Dompet Digital,E-Wallet,,tokopedia
8,40.000,Rp41.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,45.000,Rp46.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,50.000,Rp51.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,60.000,Rp61.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,70.000,Rp71.000,,OVO Dompet Digital,E-Wallet,,tokopedia
8,75.000,Rp76.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,80.000,Rp81.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,90.000,Rp91.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,100.000,Rp101.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,125.000,Rp126.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,150.000,Rp151.000,,OVO Dompet Digital,E-Wallet,,tokopedia
10,200.000,Rp201.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,250.000,Rp251.000,,OVO Dompet Digital,E-Wallet,,tokopedia
12,300.000,Rp301.000,,OVO Dompet Digital,E-Wallet,,tokopedia
13,400.000,Rp401.000,,OVO Dompet Digital,E-Wallet,,tokopedia
14,500.000,Rp501.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,55.000,Rp56.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,65.000,Rp66.000,,OVO Dompet Digital,E-Wallet,,tokopedia
9,85.000,Rp86.000,,OVO Dompet Digital,E-Wallet,,tokopedia
11,95.000,Rp96.000,,OVO Dompet Digital,E-Wallet,,tokopedia
2,10.000,Rp10.500,,OVO Dompet Digital,E-Wallet,,tokopedia
3,15.000,Rp15.500,,OVO Dompet Digital,E-Wallet,,tokopedia
